datetime,B03,B06,B12,B15,B17,B20,Biomass,Fossil Brown coal,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river,Nuclear,Solar,Wind Onshore
2018-01-01 00:00:00+00:00,188.11,11.84,22.47,265.18,13.43,106.37,261.78,1827.36,230.08,354.46,211.19,85.1,2247.16,0.0,123.19
2018-01-01 01:00:00+00:00,185.87,,22.43,265.95,,106.35,262.45,1807.24,229.08,352.04,520.81,85.11,2249.56,,125.48
2018-01-01 02:00:00+00:00,183.18,11.83,22.38,265.53,13.42,105.33,261.55,1788.46,226.27,353.35,1056.58,,2250.69,,139.5
2018-01-01 03:00:00+00:00,186.19,11.84,22.39,264.92,13.43,106.38,261.64,1813.09,230.36,353.83,1106.65,,2250.3,,142.27
2018-01-01 04:00:00+00:00,187.46,,22.3,264.2,13.44,106.58,261.75,1855.45,235.08,353.23,1101.15,85.12,2251.0,,128.59
2018-01-01 05:00:00+00:00,170.1,11.83,27.1,265.81,12.58,111.05,261.5,1712.25,238.92,349.88,1092.44,85.79,2250.92,,124.22
2018-01-01 06:00:00+00:00,177.34,11.84,34.04,267.13,12.59,114.43,261.74,1755.76,248.58,354.39,821.14,91.99,2251.08,1.52,140.99
2018-01-01 07:00:00+00:00,163.91,11.82,34.1,266.87,12.57,114.63,261.23,1660.84,229.61,354.89,326.22,89.72,2253.4,9.92,148.14
2018-01-01 08:00:00+00:00,173.32,,28.08,267.25,12.56,112.4,261.19,1682.79,230.64,360.48,209.16,90.22,2254.18,49.9,175.56
2018-01-01 09:00:00+00:00,193.34,11.85,26.45,268.86,12.6,114.01,261.9,1819.24,249.72,362.76,191.01,90.36,2253.55,111.56,166.94
2018-01-01 10:00:00+00:00,193.1,11.86,25.31,270.98,12.61,116.66,262.1,1843.09,247.09,370.48,37.98,90.47,2251.28,146.77,174.5
2018-01-01 11:00:00+00:00,195.29,11.87,28.31,272.25,12.62,120.43,262.34,1846.39,248.63,373.3,136.82,86.81,2251.95,189.59,163.51
2018-01-01 12:00:00+00:00,195.63,11.86,28.62,271.49,13.46,119.0,262.17,1810.62,245.31,360.03,61.77,84.52,2301.71,165.97,142.64
2018-01-01 13:00:00+00:00,195.27,11.87,25.22,272.45,13.47,122.38,263.83,1806.72,244.8,352.24,0.0,84.84,2382.03,115.33,147.02
2018-01-01 14:00:00+00:00,194.54,11.86,29.82,271.84,13.46,120.79,262.31,1815.14,243.65,357.49,70.41,86.68,2446.11,31.1,100.28
2018-01-01 15:00:00+00:00,195.63,11.87,73.67,272.18,13.48,121.93,263.5,1893.21,247.77,358.31,272.26,85.04,2447.16,1.78,69.22
2018-01-01 16:00:00+00:00,202.39,11.9,130.05,274.85,13.51,124.25,264.86,2105.98,256.68,357.65,894.52,83.12,2447.55,0.0,50.8
2018-01-01 17:00:00+00:00,199.74,11.92,71.53,275.81,13.53,123.71,265.08,2314.03,257.86,358.92,742.52,87.42,2447.94,,50.69
2018-01-01 18:00:00+00:00,210.95,11.93,122.42,277.3,13.55,122.13,265.4,2495.67,259.25,362.15,799.87,85.6,2448.78,,57.88
2018-01-01 19:00:00+00:00,215.66,11.94,77.05,274.86,,119.79,265.53,2637.3,258.26,358.31,670.99,84.89,,,66.5
2018-01-01 20:00:00+00:00,208.08,,67.71,274.89,13.56,118.85,265.63,2705.63,244.62,356.96,461.34,85.32,2451.84,,87.13
