datetime,B03,B06,B12,B15,B17,B20,Biomass,Fossil Brown coal,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river,Nuclear,Solar,Wind Onshore
2024-01-01 00:00:00+00:00,16.06,1.25,450.8,273.8,22.75,52.71,249.32,1803.63,238.12,0.0,94.27,79.38,3730.11,0.0,85.45
2024-01-01 01:00:00+00:00,,0.72,451.91,274.29,22.48,53.17,248.98,1584.6,238.1,,336.4,,3754.55,,86.26
2024-01-01 02:00:00+00:00,,1.33,412.14,272.75,22.7,53.21,249.81,1504.41,238.95,,955.58,79.51,3819.02,,85.46
2024-01-01 03:00:00+00:00,,0.8,406.93,270.63,22.57,54.1,245.14,1483.8,240.43,,1096.41,79.53,3822.76,,86.04
2024-01-01 04:00:00+00:00,,1.12,411.3,271.65,22.52,56.68,250.13,1489.31,243.7,,1067.85,79.52,3818.72,,88.38
2024-01-01 05:00:00+00:00,16.04,0.0,439.78,279.51,22.4,70.47,250.32,1483.21,250.91,,561.07,79.42,3827.88,,96.8
2024-01-01 06:00:00+00:00,16.05,,509.95,280.59,22.64,73.29,247.92,1460.11,251.32,,472.86,79.21,3851.22,13.09,94.65
2024-01-01 07:00:00+00:00,16.03,,516.28,282.59,22.46,77.51,248.61,1469.73,259.96,,145.1,79.2,3868.53,29.04,98.02
2024-01-01 08:00:00+00:00,,,529.55,283.52,22.48,78.95,253.08,1501.03,260.4,,8.97,80.25,3872.7,131.53,111.5
2024-01-01 09:00:00+00:00,16.04,,533.57,287.34,22.33,78.78,253.18,1491.04,259.5,,0.0,80.24,3870.23,350.79,121.63
2024-01-01 10:00:00+00:00,,,443.81,288.03,22.81,76.88,253.24,1487.17,258.12,,,83.74,3864.02,609.25,139.1
2024-01-01 11:00:00+00:00,,,415.22,286.58,22.59,76.29,259.94,1426.92,256.52,,24.34,83.84,3881.03,577.92,147.56
2024-01-01 12:00:00+00:00,16.03,,399.45,285.35,22.77,73.01,252.29,1446.59,248.53,,38.76,87.16,3885.88,406.94,160.7
2024-01-01 13:00:00+00:00,16.02,,516.9,285.85,22.75,73.79,251.12,1429.17,249.68,,229.94,86.77,3894.49,254.31,164.72
2024-01-01 14:00:00+00:00,,,459.91,286.39,22.84,73.9,252.19,1426.08,249.59,,263.67,85.85,3898.91,68.61,150.85
2024-01-01 15:00:00+00:00,16.04,,518.47,286.6,22.82,75.24,259.77,1433.43,257.02,,596.28,86.77,3900.53,14.35,133.8
2024-01-01 16:00:00+00:00,16.03,,567.18,288.1,22.81,79.96,258.06,1470.14,260.42,,626.31,86.65,3903.78,0.0,138.13
2024-01-01 17:00:00+00:00,16.04,,570.31,285.7,,78.98,259.0,1471.03,261.25,,630.67,86.64,3908.77,,123.96
2024-01-01 18:00:00+00:00,16.03,,531.26,285.01,22.47,77.64,249.6,1476.39,259.57,,568.02,88.89,3905.07,,142.22
2024-01-01 19:00:00+00:00,16.04,,507.55,284.35,22.17,76.89,249.37,1544.48,256.42,,493.85,88.96,3908.26,,147.16
2024-01-01 20:00:00+00:00,16.03,,455.58,279.42,22.78,71.81,249.78,1516.43,246.42,,565.09,89.12,3915.44,,149.83
2024-01-01 21:00:00+00:00,16.04,,439.18,271.96,22.55,56.07,248.85,1461.84,237.66,,300.81,89.18,3915.63,,139.41
2024-01-01 22:00:00+00:00,16.05,,433.41,273.51,22.65,56.62,249.78,1471.93,239.08,,2.37,89.2,3916.26,,130.96
2024-01-01 23:00:00+00:00,16.02,,415.04,273.45,22.69,55.78,244.38,1348.83,234.98,,504.35,69.73,3922.07,,111.6
2024-01-02 00:00:00+00:00,16.06,,262.5,273.71,22.7,55.85,249.01,1313.86,239.17,,1105.49,70.48,3923.31,,104.27
2024-01-02 01:00:00+00:00,16.03,,357.23,273.11,22.65,55.66,248.17,1355.89,256.12,,851.65,71.04,3920.97,,76.47
2024-01-02 02:00:00+00:00,16.04,,363.28,273.09,22.66,55.25,248.13,1283.77,241.92,,1090.72,67.75,3921.94,,65.29
2024-01-02 03:00:00+00:00,16.06,,400.03,272.79,22.69,56.25,248.35,1309.88,256.95,,1079.02,67.61,3922.64,,71.93
2024-01-02 04:00:00+00:00,16.39,,494.05,274.85,22.75,59.47,247.0,1370.74,268.72,,428.78,69.51,3919.18,,85.33
2024-01-02 05:00:00+00:00,24.03,,504.11,284.49,22.85,76.55,249.71,1380.24,276.4,,0.0,67.32,3916.68,,94.15
2024-01-02 06:00:00+00:00,24.0,,505.27,289.32,,87.05,250.14,1401.27,306.12,,,66.23,3919.46,13.57,109.32
2024-01-02 07:00:00+00:00,24.03,,522.53,290.09,22.72,92.14,251.96,1432.22,309.51,,,66.19,3918.71,29.71,124.82
2024-01-02 08:00:00+00:00,24.07,,512.03,288.69,23.05,92.09,250.0,1505.24,308.41,,,69.46,3917.36,69.65,145.23
2024-01-02 09:00:00+00:00,23.76,,520.53,289.55,22.75,93.05,249.6,1539.99,308.91,,,69.45,3919.5,102.86,151.71
2024-01-02 10:00:00+00:00,12.11,,492.79,290.04,22.88,90.23,255.85,1549.94,306.81,,85.83,71.68,3918.6,117.79,171.29
2024-01-02 11:00:00+00:00,12.06,,405.76,290.95,23.37,84.5,244.7,1512.27,303.13,,285.03,73.02,3920.25,111.88,195.66
2024-01-02 12:00:00+00:00,12.09,,442.62,293.16,23.04,82.86,246.12,1491.13,302.11,,493.79,72.9,3919.41,86.69,208.75
2024-01-02 13:00:00+00:00,12.03,,499.84,295.46,22.95,86.78,258.21,1552.0,305.13,,558.26,73.83,3918.25,49.82,205.4
2024-01-02 14:00:00+00:00,12.04,,502.49,296.11,23.03,88.46,254.95,1498.77,304.4,,504.05,74.9,3916.67,19.71,212.77
2024-01-02 15:00:00+00:00,12.03,,537.42,297.04,22.91,90.43,255.07,1532.31,306.0,,482.81,73.74,3916.74,13.58,198.59
2024-01-02 16:00:00+00:00,12.04,,507.24,298.21,,95.15,256.36,1516.56,310.0,,456.65,71.64,3919.93,0.0,190.46
2024-01-02 17:00:00+00:00,12.01,,506.19,297.47,22.98,94.33,256.19,1469.34,310.44,,443.05,70.56,3921.89,,179.22
2024-01-02 18:00:00+00:00,12.05,,505.43,297.49,23.11,93.85,255.31,1411.68,309.09,,434.56,73.81,3920.79,,177.28
2024-01-02 19:00:00+00:00,12.04,,506.95,296.02,22.81,93.52,255.05,1400.31,307.8,,177.23,74.89,3918.59,,191.47
2024-01-02 20:00:00+00:00,12.06,,511.18,288.73,22.94,78.55,253.67,1378.71,296.9,,50.92,74.88,3917.77,,203.3
2024-01-02 21:00:00+00:00,,,511.04,276.75,22.82,60.32,251.21,1340.45,275.08,,13.05,73.8,3916.18,,213.54
2024-01-02 22:00:00+00:00,12.01,,464.64,276.66,23.0,56.46,251.66,1331.41,266.47,,70.44,73.92,3912.92,,235.63
2024-01-02 23:00:00+00:00,12.08,,422.38,278.72,23.16,57.41,251.26,1308.31,267.16,,476.63,107.66,3910.86,,247.61
2024-01-03 00:00:00+00:00,12.02,,415.79,278.69,,57.01,254.09,1301.32,266.89,,972.6,108.77,3908.93,,248.14
2024-01-03 01:00:00+00:00,12.04,,330.37,277.5,23.05,57.24,259.63,1309.96,266.9,,992.54,110.31,3901.77,,247.34
2024-01-03 02:00:00+00:00,12.02,,320.08,275.57,23.07,55.77,253.93,1309.79,266.88,,985.16,110.37,3902.83,,253.1
2024-01-03 03:00:00+00:00,12.07,,321.14,275.7,23.21,57.81,254.35,1349.96,269.52,,924.14,,3900.98,,254.16
2024-01-03 04:00:00+00:00,12.06,,439.39,279.31,23.25,61.54,256.94,1351.29,274.02,,386.55,109.75,3897.85,,249.49
2024-01-03 05:00:00+00:00,12.07,,509.18,287.11,23.2,79.52,260.73,1383.73,288.78,,9.02,109.5,3898.0,,243.74
