datetime,B03,B06,B12,B15,B17,B20,Biomass,Fossil Brown coal,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river,Nuclear,Solar,Wind Onshore
2015-01-01 00:00:00+00:00,249.39,9.83,30.34,220.12,14.16,155.06,136.0,3790.61,174.99,749.54,0.0,95.87,2859.89,0.0,40.21
2015-01-01 01:00:00+00:00,240.07,9.95,30.16,219.16,14.17,153.64,136.65,3742.48,174.23,646.78,5.27,95.92,2887.73,,38.48
2015-01-01 02:00:00+00:00,238.51,9.73,30.05,220.74,14.18,118.85,138.01,3685.47,175.47,554.17,126.45,95.96,2894.36,,56.2
2015-01-01 03:00:00+00:00,237.14,9.87,29.92,219.1,14.17,113.56,137.04,3555.52,176.92,511.35,518.63,96.0,2937.89,,71.21
2015-01-01 04:00:00+00:00,237.89,9.63,,219.17,13.24,115.28,136.73,3383.27,180.78,511.51,518.78,,3103.6,,72.45
2015-01-01 05:00:00+00:00,245.92,9.86,51.07,219.31,,122.08,137.0,3109.22,182.66,522.74,517.25,90.26,3252.37,,75.14
2015-01-01 06:00:00+00:00,243.73,9.55,118.36,213.5,13.22,131.42,134.5,3023.1,141.03,536.57,544.0,84.03,3433.73,3.92,76.82
2015-01-01 07:00:00+00:00,232.42,8.98,181.74,214.0,13.2,140.6,132.95,2837.54,114.42,528.26,511.09,78.81,3533.26,8.04,75.86
2015-01-01 08:00:00+00:00,232.19,8.84,178.19,218.83,13.23,143.96,135.42,2890.74,119.64,527.8,9.79,79.03,3550.13,22.04,86.07
2015-01-01 09:00:00+00:00,246.82,9.1,117.51,220.93,13.24,141.14,136.77,3120.87,123.27,528.2,4.99,84.13,3562.07,37.94,88.75
2015-01-01 10:00:00+00:00,246.27,8.4,122.23,221.01,,144.34,136.81,3181.06,123.38,533.18,131.0,78.83,3570.81,71.9,66.11
2015-01-01 11:00:00+00:00,244.05,8.58,115.72,221.67,14.17,142.78,137.1,3080.54,128.99,527.77,39.050000000000004,79.53,3604.19,109.24,57.15
