datetime,B03,B06,B12,B15,B17,B20,Biomass,Fossil Brown coal,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river,Nuclear,Solar,Wind Onshore
2020-01-01 00:00:00+00:00,213.14,10.62,6.68,274.14,23.3,97.88,232.21,3648.55,256.7,177.09,5.46,129.64,2449.56,0.0,99.92
2020-01-01 01:00:00+00:00,213.19,,6.67,275.06,23.36,98.66,231.3,3616.63,258.01,178.34,31.97,130.74,2447.29,,90.62
2020-01-01 02:00:00+00:00,212.04,,6.61,273.88,23.38,98.26,233.1,3625.96,259.34,174.07,812.08,131.85,2449.67,,104.4
2020-01-01 03:00:00+00:00,212.0,,6.58,274.25,,98.43,233.15,3651.93,261.04,174.48,860.79,,2449.88,,103.54
2020-01-01 04:00:00+00:00,213.77,,6.53,272.25,23.44,99.33,233.18,3692.63,267.08,174.44,1059.75,129.65,2451.36,,62.98
2020-01-01 05:00:00+00:00,213.01,10.63,11.29,276.14,23.3,110.22,232.61,3736.32,294.62,176.05,1052.01,128.17,2448.65,,45.69
2020-01-01 06:00:00+00:00,212.73,10.64,30.11,276.15,23.39,111.49,233.51,3715.84,296.88,182.27,1044.79,126.9,2449.86,8.66,40.86
2020-01-01 07:00:00+00:00,208.64,10.63,79.73,276.31,23.45,110.18,230.65,3610.54,291.15,196.72,1014.98,124.62,2450.71,61.32,34.0
2020-01-01 08:00:00+00:00,203.01,10.64,12.21,278.8,23.35,112.64,231.64,3639.51,287.59,200.2,126.47,128.1,2451.32,291.44,31.6
2020-01-01 09:00:00+00:00,187.34,10.62,6.43,278.77,23.4,111.47,232.33,3525.03,270.17,194.21,4.54,127.45,2452.79,585.29,15.11
2020-01-01 10:00:00+00:00,205.68,10.63,6.38,279.3,23.39,111.43,232.48,3559.85,284.24,199.29,5.19,125.25,2450.39,770.76,10.12
2020-01-01 11:00:00+00:00,208.71,,6.37,279.8,23.34,113.85,232.47,3446.32,286.71,200.21,,126.35,2450.13,822.26,7.45
2020-01-01 12:00:00+00:00,201.35,,7.88,279.83,23.47,113.96,233.29,3351.78,279.55,194.53,5.16,126.23,2448.92,657.38,11.64
2020-01-01 13:00:00+00:00,209.63,10.62,10.19,276.84,23.38,110.85,234.33,3414.2,283.37,192.78,,127.15,2447.42,350.26,14.81
2020-01-01 14:00:00+00:00,204.16,10.63,9.97,277.3,23.37,110.92,232.77,3465.47,372.69,193.21,5.07,124.95,2447.88,99.95,22.16
2020-01-01 15:00:00+00:00,223.37,10.65,98.18,278.59,23.36,113.74,233.29,3696.29,619.47,200.83,0.0,120.65,2445.37,11.49,32.88
2020-01-01 16:00:00+00:00,212.16,10.67,211.57,282.45,23.53,121.09,234.72,3769.93,675.63,204.14,168.08,118.44,2444.9,0.0,49.08
2020-01-01 17:00:00+00:00,208.74,,188.53,281.94,23.52,119.46,234.47,3822.08,619.07,199.69,833.74,118.76,2442.66,,51.09
2020-01-01 18:00:00+00:00,212.88,,186.94,282.11,23.55,118.1,234.49,3922.61,626.62,204.67,887.79,118.78,2444.96,,45.38
2020-01-01 19:00:00+00:00,206.98,,140.26,283.31,23.64,121.85,233.67,3960.08,621.19,209.73,801.77,119.61,2446.77,,52.67
2020-01-01 20:00:00+00:00,209.74,,21.39,281.89,23.58,116.39,232.67,3926.36,620.85,214.4,771.36,124.12,2445.56,,59.19
2020-01-01 21:00:00+00:00,212.61,10.65,14.84,276.99,23.59,99.58,233.21,3906.02,606.63,206.13,392.54,124.58,2446.86,,67.37
2020-01-01 22:00:00+00:00,205.5,10.64,6.3,275.56,23.58,98.18,230.91,3760.77,591.05,194.38,0.0,125.25,2447.39,,75.3
2020-01-01 23:00:00+00:00,204.29,10.62,6.14,274.82,23.55,98.06,232.45,3664.63,305.64,195.0,38.22,125.27,2447.97,,68.05
2020-01-02 00:00:00+00:00,212.23,,6.08,274.87,23.38,97.99,,3700.73,260.37,195.62,921.15,,2449.48,,61.58
2020-01-02 01:00:00+00:00,210.97,,,274.35,23.42,98.0,232.44,3689.27,263.03,197.0,1059.05,123.06,2448.2,,49.08
2020-01-02 02:00:00+00:00,211.08,,6.0,274.34,23.34,98.72,233.39,3709.66,266.67,198.3,1051.71,123.07,2448.29,,39.2
2020-01-02 03:00:00+00:00,212.63,,6.02,274.04,23.54,99.28,233.43,3762.18,267.8,196.41,1043.04,121.97,2447.57,,41.37
2020-01-02 04:00:00+00:00,201.63,,5.95,272.66,23.45,101.01,,3750.46,266.31,184.11,966.48,,2450.3,,45.02
2020-01-02 05:00:00+00:00,194.79,10.65,11.39,279.17,23.56,118.3,234.98,3825.95,458.75,182.65,33.75,120.41,2452.08,,61.68
2020-01-02 06:00:00+00:00,191.04,10.67,114.62,274.77,23.61,120.61,235.28,3887.85,822.87,190.99,0.0,116.82,2450.4,8.57,77.87
2020-01-02 07:00:00+00:00,194.75,10.68,168.47,279.35,23.48,122.1,234.75,3937.36,1040.86,193.63,67.29,115.7,2448.26,60.36,73.39
2020-01-02 08:00:00+00:00,212.56,10.69,218.07,283.55,23.56,123.96,231.33,4200.21,1042.48,192.29,240.52,114.99,2450.48,287.03,86.2
2020-01-02 09:00:00+00:00,209.13,,204.1,284.92,23.59,122.67,232.23,4205.09,1032.59,191.49,173.48,115.17,2451.06,524.59,87.74
2020-01-02 10:00:00+00:00,212.52,,204.97,284.17,23.68,122.04,233.72,4263.71,1037.56,186.06,305.12,115.16,2446.56,677.64,77.62
2020-01-02 11:00:00+00:00,212.89,10.7,199.17,287.43,23.53,126.0,229.46,4279.65,1037.34,194.27,264.39,115.23,2446.83,684.61,62.22
2020-01-02 12:00:00+00:00,211.81,10.69,187.61,285.7,23.54,122.24,234.16,4213.0,1031.91,194.25,832.78,115.4,2446.36,561.06,70.41
2020-01-02 13:00:00+00:00,211.83,,214.82,285.02,23.51,120.39,235.9,4163.89,1030.56,193.25,337.0,113.9,2443.54,331.09,82.11
2020-01-02 14:00:00+00:00,212.05,,199.63,286.44,23.49,123.79,235.02,4165.08,1032.31,195.09,251.07,114.1,2442.59,95.34,89.55
2020-01-02 15:00:00+00:00,208.18,,174.41,285.66,23.53,125.08,235.95,4171.18,1033.97,192.31,804.73,114.48,2441.17,12.02,86.29
2020-01-02 16:00:00+00:00,208.71,10.7,205.21,285.78,23.51,126.75,234.16,4210.07,1033.37,194.44,785.14,114.03,2444.12,0.0,79.32
2020-01-02 17:00:00+00:00,209.58,,137.29,287.21,23.48,126.9,235.08,4260.33,1037.62,196.4,461.78,114.04,2446.91,,85.61
2020-01-02 18:00:00+00:00,210.83,,114.77,287.64,23.6,128.04,234.09,4268.29,1043.57,198.39,139.84,112.31,2446.16,,109.28
2020-01-02 19:00:00+00:00,210.26,,109.96,287.67,23.61,127.88,234.04,4226.89,1032.13,200.46,0.0,111.3,2446.66,,134.88
2020-01-02 20:00:00+00:00,210.48,10.69,49.3,286.62,23.55,121.82,234.85,4217.88,1026.65,193.59,,112.41,2448.98,,126.01
2020-01-02 21:00:00+00:00,214.85,10.67,11.06,279.5,,101.52,235.35,4207.78,1005.57,194.47,197.64,113.79,2449.6,,120.65
2020-01-02 22:00:00+00:00,210.6,10.65,10.35,276.9,23.46,98.37,233.76,3960.07,543.32,200.21,25.44,113.85,2449.31,,108.04
2020-01-02 23:00:00+00:00,213.54,10.63,10.29,275.25,,97.63,235.24,3883.26,271.35,191.34,481.0,112.75,2449.75,,99.73
2020-01-03 00:00:00+00:00,217.54,,10.26,272.01,23.41,98.33,234.34,3918.38,274.82,194.03,1067.06,,2448.95,,89.01
2020-01-03 01:00:00+00:00,212.37,10.62,10.19,271.88,23.46,97.76,235.12,3711.23,270.9,189.33,1064.59,112.76,2451.5,,105.29
2020-01-03 02:00:00+00:00,200.16,,9.67,270.23,23.36,98.06,235.13,3719.81,268.12,183.69,1057.3,113.91,2455.01,,129.32
2020-01-03 03:00:00+00:00,204.9,,9.37,269.48,23.42,98.8,235.08,3660.48,275.62,188.15,1049.73,115.05,2455.92,,117.84
2020-01-03 04:00:00+00:00,210.62,,9.33,268.5,23.39,100.82,236.99,3716.07,276.74,188.01,1040.76,113.94,2457.8,,104.9
2020-01-03 05:00:00+00:00,195.62,10.65,14.11,276.92,23.41,121.75,238.36,3796.74,293.95,186.87,484.21,112.43,2456.65,,93.36
2020-01-03 06:00:00+00:00,196.41,10.68,39.23,276.6,23.44,122.92,238.09,3847.81,404.1,194.9,214.38,112.95,2456.36,10.3,84.13
2020-01-03 07:00:00+00:00,202.33,10.7,95.09,275.3,23.49,120.97,235.78,3944.23,904.06,213.13,0.0,110.6,2457.53,39.81,80.51
2020-01-03 08:00:00+00:00,222.32,10.69,63.12,279.35,23.55,129.39,235.58,3891.59,1113.68,205.08,,111.77,2458.02,143.1,71.73
2020-01-03 09:00:00+00:00,226.83,,16.23,280.76,23.61,131.16,238.31,3963.26,1049.24,207.77,,114.48,2456.92,248.13,73.66
2020-01-03 10:00:00+00:00,226.07,,15.64,280.95,23.73,131.76,232.71,3935.87,1047.94,207.81,43.16,114.53,2454.4,328.61,90.84
2020-01-03 11:00:00+00:00,223.2,,10.5,279.43,23.72,128.5,220.01,4120.61,990.24,212.76,61.18,114.95,2791.88,307.56,114.19
2020-01-03 12:00:00+00:00,211.73,10.68,10.01,275.37,23.65,119.95,220.73,4077.96,976.76,206.61,11.75,114.99,3063.27,200.58,126.25
2020-01-03 13:00:00+00:00,211.33,10.69,43.1,280.18,23.74,123.85,221.78,4044.7,1039.69,209.67,0.0,113.86,3138.47,78.18,126.05
2020-01-03 14:00:00+00:00,210.73,,10.41,282.85,23.77,128.4,226.51,4064.46,1052.43,213.01,15.45,116.06,3145.61,25.5,114.35
2020-01-03 15:00:00+00:00,203.01,10.67,9.65,282.64,23.72,128.3,237.88,3873.63,498.03,208.73,773.44,115.02,3148.08,11.28,145.79
2020-01-03 16:00:00+00:00,202.46,10.66,14.39,283.17,23.66,128.06,235.88,3871.25,309.5,208.28,920.99,114.63,3201.27,0.0,175.51
2020-01-03 17:00:00+00:00,201.27,10.65,16.75,281.24,23.68,125.74,237.47,3648.15,312.63,210.29,638.03,113.33,3331.43,,186.27
2020-01-03 18:00:00+00:00,209.17,,71.36,282.51,23.6,126.88,238.35,3570.09,314.68,204.5,701.95,110.3,3416.05,,193.97
2020-01-03 19:00:00+00:00,206.17,,54.4,282.09,23.74,127.34,236.57,3615.8,314.67,202.82,589.74,111.04,3430.59,,199.84
2020-01-03 20:00:00+00:00,200.78,10.63,47.09,280.05,23.6,120.74,233.9,3255.36,307.4,193.6,366.03,111.4,3440.69,,207.24
2020-01-03 21:00:00+00:00,209.34,10.59,10.38,270.51,23.49,99.6,237.03,3029.67,271.74,189.89,232.87,114.96,3438.22,,207.46
2020-01-03 22:00:00+00:00,207.08,10.57,9.62,270.77,23.42,98.21,236.97,2700.51,267.35,192.77,73.97,115.02,3453.82,,212.15
2020-01-03 23:00:00+00:00,213.27,10.55,8.52,269.76,24.14,97.34,235.75,2480.74,264.65,190.29,10.96,115.12,3454.88,,206.77
2020-01-04 00:00:00+00:00,210.38,,8.48,269.61,24.06,97.15,,2466.13,265.53,192.79,315.39,,3455.92,,211.47
2020-01-04 01:00:00+00:00,218.66,,8.46,269.29,23.95,97.4,236.73,2517.36,266.04,193.72,946.19,114.02,3449.21,,209.56
2020-01-04 02:00:00+00:00,216.52,,8.42,269.13,23.96,98.78,235.83,2505.63,270.74,189.82,1061.36,112.91,3447.75,,186.06
2020-01-04 03:00:00+00:00,211.08,,8.4,268.99,23.84,98.7,236.69,2506.37,269.35,188.81,1054.53,112.92,3447.33,,156.63
2020-01-04 04:00:00+00:00,206.88,,8.37,266.66,24.06,99.28,235.74,2514.08,276.54,189.51,1046.65,,3445.34,,148.09
2020-01-04 05:00:00+00:00,211.78,10.58,13.14,272.37,24.12,113.83,236.09,2538.02,293.23,189.36,1036.47,113.62,3444.82,,150.59
2020-01-04 06:00:00+00:00,214.84,,30.87,272.81,24.03,116.07,235.62,2566.19,298.54,192.78,117.81,113.45,3447.74,9.42,156.38
2020-01-04 07:00:00+00:00,215.52,10.59,81.04,276.04,24.1,121.9,236.71,2570.03,300.6,192.0,0.0,108.81,3448.54,42.12,159.74
2020-01-04 08:00:00+00:00,209.94,,15.39,277.71,,122.34,236.74,2579.39,304.47,180.28,93.39,110.11,3448.65,131.04,179.15
