datetime,Hydro pumped storage consumption,Cross border electricity trading,Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Hydro water reservoir,Hydro pumped storage,Others,Other renewables,Waste,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation
2017-12-31 23:00:00,-0.0,-111.4,2244.6,85.1,261.6,1783.2,352.2,11.8,179.8,225.9,22.6,0.0,106.4,264.8,13.4,121.0,0.0,5520.3,5399.3,13.8,13.4
2018-01-01 00:00:00,-211.2,-8.9,2247.2,85.1,261.8,1827.4,354.5,11.8,188.1,230.1,22.5,0.0,106.4,265.2,13.4,123.2,0.0,5494.8,5371.6,13.9,13.3
2018-01-01 01:00:00,-520.8,294.6,2249.6,85.1,262.4,1807.2,352.0,11.8,185.9,229.1,22.4,0.0,106.3,265.9,13.4,125.5,0.0,5461.2,5335.7,14.1,13.4
2018-01-01 02:00:00,-1056.6,772.6,2250.7,85.1,261.6,1788.5,353.4,11.8,183.2,226.3,22.4,0.0,105.3,265.5,13.4,139.5,0.0,5301.9,5162.4,14.7,13.7
2018-01-01 03:00:00,-1106.7,820.3,2250.3,85.1,261.6,1813.1,353.8,11.8,186.2,230.4,22.4,0.0,106.4,264.9,13.4,142.3,0.0,5257.8,5115.6,14.9,13.6
2018-01-01 04:00:00,-1101.2,837.2,2251.0,85.1,261.8,1855.5,353.2,11.8,187.5,235.1,22.3,0.0,106.6,264.2,13.4,128.6,0.0,5248.5,5119.9,14.6,13.3
2018-01-01 05:00:00,-1092.4,776.8,2250.9,85.8,261.5,1712.2,349.9,11.8,170.1,238.9,27.1,0.0,111.0,265.8,12.6,124.2,0.0,5258.9,5134.7,14.7,13.7
2018-01-01 06:00:00,-821.1,331.2,2251.1,92.0,261.7,1755.8,354.4,11.8,177.3,248.6,34.0,0.0,114.4,267.1,12.6,141.0,1.5,5279.1,5136.6,15.2,14.0
2018-01-01 07:00:00,-326.2,-3.9,2253.4,89.7,261.2,1660.8,354.9,11.8,163.9,229.6,34.1,0.0,114.6,266.9,12.6,148.1,9.9,5307.5,5149.4,15.4,14.5
2018-01-01 08:00:00,-209.2,141.6,2254.2,90.2,261.2,1682.8,360.5,11.8,173.3,230.6,28.1,0.0,112.4,267.2,12.6,175.6,49.9,5761.0,5535.6,15.2,15.4
2018-01-01 09:00:00,-191.0,395.9,2253.6,90.4,261.9,1819.2,362.8,11.8,193.3,249.7,26.4,0.0,114.0,268.9,12.6,166.9,111.6,6181.6,5903.1,15.1,15.7
2018-01-01 10:00:00,-38.0,307.2,2251.3,90.5,262.1,1843.1,370.5,11.9,193.1,247.1,25.3,0.0,116.7,271.0,12.6,174.5,146.8,6370.4,6049.2,15.3,16.2
2018-01-01 11:00:00,-136.8,538.5,2251.9,86.8,262.3,1846.4,373.3,11.9,195.3,248.6,28.3,0.0,120.4,272.2,12.6,163.5,189.6,6463.1,6110.0,15.6,16.6
2018-01-01 12:00:00,-61.8,598.3,2301.7,84.5,262.2,1810.6,360.0,11.9,195.6,245.3,28.6,0.0,119.0,271.5,13.5,142.6,166.0,6519.7,6211.1,14.8,16.0
2018-01-01 13:00:00,-0.0,487.8,2382.0,84.8,263.8,1806.7,352.2,11.9,195.3,244.8,25.2,0.0,122.4,272.4,13.5,147.0,115.3,6482.0,6219.7,14.1,15.2
2018-01-01 14:00:00,-70.4,737.2,2446.1,86.7,262.3,1815.1,357.5,11.9,194.5,243.7,29.8,0.0,120.8,271.8,13.5,100.3,31.1,6577.4,6446.0,12.0,13.2
2018-01-01 15:00:00,-0.0,552.2,2447.2,85.0,263.5,1893.2,358.3,11.9,195.6,247.8,73.7,272.3,121.9,272.2,13.5,69.2,1.8,6813.6,6742.6,11.3,12.8
2018-01-01 16:00:00,-0.0,-310.0,2447.6,83.1,264.9,2106.0,357.6,11.9,202.4,256.7,130.1,894.5,124.2,274.9,13.5,50.8,0.0,6811.1,6760.2,11.9,12.8
2018-01-01 17:00:00,-0.0,-398.0,2447.9,87.4,265.1,2314.0,358.9,11.9,199.7,257.9,71.5,742.5,123.7,275.8,13.5,50.7,0.0,6806.5,6755.8,11.1,11.7
2018-01-01 18:00:00,-0.0,-709.9,2448.8,85.6,265.4,2495.7,362.1,11.9,210.9,259.2,122.4,799.9,122.1,277.3,13.6,57.9,0.0,6848.8,6790.9,11.9,12.1
2018-01-01 19:00:00,-0.0,-804.4,2448.8,84.9,265.5,2637.3,358.3,11.9,215.7,258.3,77.0,671.0,119.8,274.9,13.6,66.5,0.0,6731.4,6664.9,11.5,11.4
2018-01-01 20:00:00,-0.0,-948.5,2451.8,85.3,265.6,2705.6,357.0,11.9,208.1,244.6,67.7,461.3,118.8,274.9,13.6,87.1,0.0,6416.9,6329.8,12.3,11.4
2018-01-01 21:00:00,-0.0,-857.0,2454.5,81.1,265.4,2736.2,363.3,11.9,207.5,238.8,86.3,207.1,107.2,271.3,13.5,78.9,0.0,6279.7,6200.8,12.6,11.4
2018-01-01 22:00:00,-0.5,-835.8,2456.5,84.3,264.7,2422.5,361.5,11.9,195.7,231.3,31.6,236.5,106.0,270.0,13.5,86.8,0.0,5947.1,5860.3,12.5,11.4
2018-01-01 23:00:00,-837.0,358.6,2459.5,85.1,262.8,2178.9,359.2,11.9,176.8,224.5,22.7,7.9,106.7,268.8,13.5,95.1,0.0,5707.4,5612.3,13.0,11.8
2018-01-02 00:00:00,-1116.8,597.9,2457.9,85.1,262.9,2241.7,361.7,11.9,178.4,228.3,22.4,0.0,107.1,269.4,13.5,76.9,0.0,5793.8,5716.9,12.5,11.5
2018-01-02 01:00:00,-1109.2,607.3,2457.1,85.1,262.8,2220.4,358.8,11.9,178.6,229.8,22.4,0.0,107.1,269.3,13.5,74.7,0.0,5746.1,5671.4,12.5,11.5
2018-01-02 02:00:00,-1099.5,376.9,2457.1,85.1,263.2,2263.6,361.2,11.9,183.4,236.0,22.4,0.0,107.2,268.3,13.5,82.4,0.0,5643.4,5561.0,12.9,11.5
2018-01-02 03:00:00,-917.8,483.2,2458.6,85.1,262.9,2260.4,361.5,11.9,178.3,235.5,22.4,0.0,108.0,268.0,13.5,107.0,0.0,5809.1,5702.1,12.9,11.8
2018-01-02 04:00:00,-602.0,226.8,2458.3,84.6,263.6,2619.7,370.7,11.9,203.3,249.4,28.1,0.0,109.0,268.4,13.5,132.2,0.0,6399.6,6267.4,12.2,11.5
2018-01-02 05:00:00,-19.9,138.2,2456.1,83.7,266.3,2994.2,369.7,12.1,208.3,279.0,56.1,0.0,125.8,276.0,12.7,146.9,0.0,7416.1,7269.1,11.3,11.5
2018-01-02 06:00:00,-0.0,186.8,2455.1,85.9,266.7,3279.8,379.1,12.2,207.5,283.5,233.5,111.0,128.1,276.9,12.8,148.4,1.5,8078.0,7928.1,12.6,13.1
2018-01-02 07:00:00,-0.0,-156.4,2452.6,83.0,267.0,3466.3,411.0,12.0,224.2,285.1,308.9,427.3,134.2,277.4,12.8,149.7,18.1,8389.3,8221.4,13.2,13.7
2018-01-02 08:00:00,-0.0,-301.2,2454.5,82.8,267.1,3565.7,481.0,12.1,222.1,282.7,339.5,598.0,134.2,274.1,12.8,163.6,112.5,8702.9,8426.8,14.3,14.8
2018-01-02 09:00:00,-0.0,-451.6,2454.3,82.9,267.3,3894.7,525.1,12.0,224.1,280.3,312.7,451.0,130.3,274.1,12.8,160.5,209.7,8796.6,8426.5,14.9,14.9
2018-01-02 10:00:00,-0.0,-731.5,2451.8,83.2,267.6,4201.8,527.2,12.0,230.6,278.3,281.8,523.4,127.9,276.0,12.8,148.0,208.5,8881.1,8524.5,14.3,14.0
2018-01-02 11:00:00,-88.1,30.0,2450.2,79.8,267.6,4266.0,519.4,12.0,228.5,274.8,278.3,4.5,127.6,277.4,12.8,137.5,209.5,9026.9,8680.0,13.9,13.7
