datetime,Hydro pumped storage consumption,Cross border electricity trading,Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Hydro water reservoir,Hydro pumped storage,Others,Other renewables,Waste,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation
2019-12-31 23:00:00,-5.5,-2079.4,2452.4,128.4,233.3,3670.2,174.5,10.6,211.1,431.4,8.0,0.0,98.0,274.4,23.4,109.2,0.0,5611.7,5502.5,13.6,9.8
2020-01-01 00:00:00,-5.5,-1969.8,2449.6,129.6,232.2,3648.6,177.1,10.6,213.1,256.7,6.7,0.0,97.9,274.1,23.3,99.9,0.0,5549.6,5449.7,13.6,9.9
2020-01-01 01:00:00,-32.0,-1797.2,2447.3,130.7,231.3,3616.6,178.3,10.6,213.2,258.0,6.7,0.0,98.7,275.1,23.4,90.6,0.0,5559.5,5468.9,13.4,9.8
2020-01-01 02:00:00,-812.1,-1097.6,2449.7,131.8,233.1,3626.0,174.1,10.6,212.0,259.3,6.6,0.0,98.3,273.9,23.4,104.4,0.0,5496.3,5391.9,13.9,10.0
2020-01-01 03:00:00,-860.8,-1252.3,2449.9,131.8,233.2,3651.9,174.5,10.6,212.0,261.0,6.6,0.0,98.4,274.2,23.4,103.5,0.0,5499.6,5396.0,13.8,10.0
2020-01-01 04:00:00,-1059.8,-1057.1,2451.4,129.7,233.2,3692.6,174.4,10.6,213.8,267.1,6.5,0.0,99.3,272.2,23.4,63.0,0.0,5505.1,5442.1,13.0,9.4
2020-01-01 05:00:00,-1052.0,-1111.2,2448.7,128.2,232.6,3736.3,176.1,10.6,213.0,294.6,11.3,0.0,110.2,276.1,23.3,45.7,0.0,5500.1,5454.4,12.8,9.2
2020-01-01 06:00:00,-1044.8,-955.7,2449.9,126.9,233.5,3715.8,182.3,10.6,212.7,296.9,30.1,0.0,111.5,276.1,23.4,40.9,8.7,5565.2,5515.6,13.1,9.4
2020-01-01 07:00:00,-1015.0,-1056.5,2450.7,124.6,230.7,3610.5,196.7,10.6,208.6,291.1,79.7,0.0,110.2,276.3,23.4,34.0,61.3,5563.7,5468.4,14.7,10.6
2020-01-01 08:00:00,-126.5,-1785.1,2451.3,128.1,231.6,3639.5,200.2,10.6,203.0,287.6,12.2,0.0,112.6,278.8,23.4,31.6,291.4,5945.8,5622.7,16.6,12.5
2020-01-01 09:00:00,-4.5,-1672.3,2452.8,127.5,232.3,3525.0,194.2,10.6,187.3,270.2,6.4,0.0,111.5,278.8,23.4,15.1,585.3,6259.6,5659.2,20.1,15.7
2020-01-01 10:00:00,-5.2,-1819.5,2450.4,125.2,232.5,3559.8,199.3,10.6,205.7,284.2,6.4,0.0,111.4,279.3,23.4,10.1,770.8,6372.9,5592.1,22.5,17.4
2020-01-01 11:00:00,-5.2,-1789.0,2450.1,126.3,232.5,3446.3,200.2,10.6,208.7,286.7,6.4,0.0,113.8,279.8,23.3,7.5,822.3,6359.9,5530.2,23.4,18.1
2020-01-01 12:00:00,-5.2,-1380.2,2448.9,126.2,233.3,3351.8,194.5,10.6,201.3,279.6,7.9,0.0,114.0,279.8,23.5,11.6,657.4,6421.1,5752.0,20.7,16.7
2020-01-01 13:00:00,-5.2,-1038.3,2447.4,127.2,234.3,3414.2,192.8,10.6,209.6,283.4,10.2,0.0,110.8,276.8,23.4,14.8,350.3,6375.4,6010.3,16.1,13.3
2020-01-01 14:00:00,-5.1,-778.8,2447.9,125.0,232.8,3465.5,193.2,10.6,204.2,372.7,10.0,0.0,110.9,277.3,23.4,22.2,100.0,6551.4,6429.3,11.9,10.3
2020-01-01 15:00:00,-0.0,-1215.0,2445.4,120.7,233.3,3696.3,200.8,10.7,223.4,619.5,98.2,0.0,113.7,278.6,23.4,32.9,11.5,6845.9,6801.5,11.5,9.7
2020-01-01 16:00:00,-0.1,-1458.8,2444.9,118.4,234.7,3769.9,204.1,10.7,212.2,675.6,211.6,168.0,121.1,282.4,23.5,49.1,0.0,7040.2,6991.1,12.9,10.9
