datetime,B03,B06,B12,B15,B17,B20,Biomass,Fossil Brown coal,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river,Nuclear,Solar,Wind Onshore
2016-01-01 00:00:00+00:00,225.54,7.05,32.41,257.56,20.36,101.23,171.57,3106.78,212.96,524.99,112.93,107.18,3010.0,0.0,40.67
2016-01-01 01:00:00+00:00,224.7,,32.18,257.57,,101.28,171.6,3137.69,213.37,526.26,331.24,107.25,3009.99,,34.0
2016-01-01 02:00:00+00:00,205.38,,30.92,253.44,19.48,101.12,171.57,3176.82,218.1,537.73,487.54,107.65,3008.15,,31.29
2016-01-01 03:00:00+00:00,222.96,,30.6,251.31,,100.33,171.54,3233.01,218.76,538.67,581.24,107.75,3008.03,,26.2
2016-01-01 04:00:00+00:00,223.73,7.04,42.12,251.14,18.6,100.22,171.52,3220.85,222.9,541.18,584.28,104.28,3007.73,,26.55
2016-01-01 05:00:00+00:00,243.07,7.05,51.19,251.71,17.73,102.23,171.66,3228.0,221.98,541.22,687.06,103.36,3008.97,,24.22
2016-01-01 06:00:00+00:00,240.74,,41.16,252.27,,104.31,171.69,3161.21,224.73,537.93,658.99,111.99,3008.9,1.09,23.97
2016-01-01 07:00:00+00:00,236.17,7.04,51.31,250.95,17.72,104.16,171.55,3035.85,224.18,524.52,950.12,107.85,3007.26,8.82,25.59
2016-01-01 08:00:00+00:00,240.88,7.05,44.12,251.96,17.73,103.93,171.61,3123.5,231.25,536.3,912.55,109.7,3006.28,38.0,19.11
2016-01-01 09:00:00+00:00,240.33,7.06,35.47,254.62,17.76,110.99,171.87,3162.0,232.15,536.74,4.97,113.59,3005.61,72.12,20.14
2016-01-01 10:00:00+00:00,239.19,,33.78,254.67,18.63,109.95,171.93,3210.34,228.46,529.04,219.29,109.69,3003.59,98.11,14.06
2016-01-01 11:00:00+00:00,243.1,,33.87,255.68,19.53,111.26,181.18,3352.31,235.88,535.62,0.72,109.67,3002.98,130.69,10.77
2016-01-01 12:00:00+00:00,241.55,,33.95,256.26,,111.24,180.07,3324.85,234.76,529.12,0.0,108.17,3001.13,113.58,8.5
2016-01-01 13:00:00+00:00,241.51,,33.94,256.46,19.52,111.07,172.73,3298.65,230.88,527.36,66.72,,2999.52,63.65,5.96
2016-01-01 14:00:00+00:00,242.78,,33.75,255.56,,111.22,171.93,3294.99,230.02,543.39,190.84,109.7,2999.0,16.91,5.23
2016-01-01 15:00:00+00:00,239.89,,112.33,256.06,19.53,113.14,172.01,3346.1,225.09,549.97,401.74,93.53,2999.13,1.39,5.87
2016-01-01 16:00:00+00:00,240.45,,116.52,256.18,,113.72,172.0,3251.24,218.17,538.06,487.83,94.53,2997.74,0.0,4.94
2016-01-01 17:00:00+00:00,245.71,,222.52,255.22,,112.56,175.33,3302.53,218.88,546.82,503.01,85.68,2996.7,,4.07
2016-01-01 18:00:00+00:00,254.35,,306.95,255.64,19.52,110.87,171.95,3314.37,221.36,557.49,502.85,82.2,2998.3,,1.93
2016-01-01 19:00:00+00:00,264.77,,321.77,255.25,,108.89,171.74,3381.03,224.97,559.46,569.04,81.75,2997.06,,1.59
2016-01-01 20:00:00+00:00,250.91,7.05,239.13,256.54,19.5,102.61,171.57,3348.07,217.82,553.04,601.1,80.26,2996.32,,4.35
2016-01-01 21:00:00+00:00,254.89,,110.97,255.75,20.36,98.26,171.44,3326.55,212.48,553.93,531.57,90.58,2997.09,,11.55
2016-01-01 22:00:00+00:00,246.54,,102.41,256.21,,98.45,,3273.93,212.7,534.97,62.68000000000001,91.79,2998.68,,17.12
2016-01-01 23:00:00+00:00,211.14,7.93,34.28,255.14,20.31,98.29,171.02,2793.87,202.09,501.61,518.49,106.6,2997.64,,21.26
2016-01-02 00:00:00+00:00,207.04,,32.84,255.64,20.32,98.31,171.06,2822.61,212.38,526.32,899.3,107.04,2999.15,,20.84
2016-01-02 01:00:00+00:00,220.03,,32.57,255.47,20.31,97.39,171.02,2865.17,208.76,511.55,899.34,107.13,3000.61,,17.4
2016-01-02 02:00:00+00:00,202.23,,,255.91,19.45,98.34,171.12,2862.46,207.7,502.56,893.01,,3000.81,,15.56
2016-01-02 03:00:00+00:00,204.65,,32.54,254.95,,97.24,171.15,2888.97,210.61,514.59,663.01,,3002.33,,16.13
2016-01-02 04:00:00+00:00,207.78,7.94,43.85,255.33,18.59,98.35,171.23,2996.47,211.71,514.3,873.23,103.8,3001.92,,18.06
2016-01-02 05:00:00+00:00,240.45,,52.79,257.18,17.72,103.29,171.34,2952.04,217.93,516.45,543.16,102.96,3002.64,,19.42
2016-01-02 06:00:00+00:00,238.42,7.95,40.96,257.23,17.73,103.56,171.51,3078.68,228.07,528.64,428.36,112.04,3004.74,1.18,21.99
2016-01-02 07:00:00+00:00,243.24,,49.45,257.19,17.74,104.13,172.21,3030.68,233.42,540.71,70.44000000000001,108.31,3004.43,3.61,23.53
2016-01-02 08:00:00+00:00,260.5,7.98,42.29,260.23,17.8,111.76,179.25,3401.92,241.73,563.28,8.77,110.2,3003.78,14.38,24.39
2016-01-02 09:00:00+00:00,264.93,7.97,33.51,261.66,17.79,112.52,173.14,3463.65,241.57,559.99,0.0,114.17,3004.28,33.1,31.38
2016-01-02 10:00:00+00:00,261.44,7.98,33.78,260.23,18.68,113.1,177.85,3520.93,243.09,555.59,,109.69,3003.86,47.51,27.88
2016-01-02 11:00:00+00:00,262.02,,33.75,261.66,19.55,111.73,181.02,3557.82,237.75,558.52,378.16,109.7,3003.43,47.06,25.77
2016-01-02 12:00:00+00:00,260.26,7.97,33.94,261.69,,110.17,180.94,3547.5,235.96,558.06,394.29,108.17,3003.22,32.48,26.64
2016-01-02 13:00:00+00:00,253.0,,,261.7,,,,3507.92,232.71,551.1,420.27,,3004.8,14.66,36.28
2016-01-02 14:00:00+00:00,254.89,,99.75,261.54,,110.18,180.95,3514.33,232.47,553.05,458.54,95.57,3003.22,4.38,40.26
2016-01-02 15:00:00+00:00,255.56,,115.36,261.53,19.54,110.43,180.89,3399.82,227.16,553.91,553.29,93.13,3004.78,1.04,43.16
2016-01-02 16:00:00+00:00,255.54,,226.3,261.14,,112.35,180.87,3403.42,233.98,562.56,657.89,85.48,3005.79,0.0,49.8
2016-01-02 17:00:00+00:00,255.72,,305.46,260.61,,111.56,180.83,3382.38,229.53,562.46,632.57,82.25,3006.47,,49.05
2016-01-02 18:00:00+00:00,256.94,,220.57,260.86,,111.94,176.08,3426.54,236.39,574.69,597.99,85.78,3007.31,,47.65
2016-01-02 19:00:00+00:00,254.84,,235.49,259.42,19.53,108.69,172.19,3397.91,234.74,584.86,200.04,85.02,3007.33,,40.8
2016-01-02 20:00:00+00:00,242.11,7.96,129.52,257.55,19.51,103.92,171.78,3309.14,225.21,569.5,3.3,88.29,3008.93,,34.25
2016-01-02 21:00:00+00:00,260.78,7.95,110.33,256.0,20.37,99.13,171.65,3317.74,220.4,566.42,0.0,90.67,3010.34,,29.7
2016-01-02 22:00:00+00:00,255.96,7.94,45.48,255.0,20.35,98.75,171.46,3144.95,219.15,560.91,0.08,103.35,3011.16,,29.95
2016-01-02 23:00:00+00:00,261.32,7.95,32.96,254.58,,98.9,171.52,3193.03,220.1,561.87,416.72,107.0,3009.79,,30.18
2016-01-03 00:00:00+00:00,260.3,7.94,32.76,254.92,,98.42,,3170.55,223.36,561.1,728.61,107.07,3006.48,,32.28
2016-01-03 01:00:00+00:00,262.55,7.95,32.11,255.23,20.36,98.38,171.56,3226.4,222.93,557.95,841.89,107.27,3008.84,,32.92
2016-01-03 02:00:00+00:00,257.25,,30.72,255.3,19.48,98.62,171.54,3215.78,221.54,554.5,775.01,107.71,3008.66,,32.2
2016-01-03 03:00:00+00:00,262.24,,30.6,254.87,,98.75,171.51,3204.55,224.37,557.36,880.8,107.75,3008.58,,30.43
2016-01-03 04:00:00+00:00,267.06,,41.98,254.96,18.61,98.65,171.58,3297.55,226.55,560.79,1083.22,104.32,3009.36,,26.79
2016-01-03 05:00:00+00:00,265.19,,50.86,256.02,17.75,103.01,171.78,3293.16,231.98,560.15,630.2,103.44,3010.1,,25.76
2016-01-03 06:00:00+00:00,261.55,,39.47,253.96,17.74,105.57,171.7,3126.81,232.25,558.94,325.83,112.45,3010.51,0.99,22.98
2016-01-03 07:00:00+00:00,255.19,7.97,49.24,257.34,17.75,108.52,171.85,3173.85,234.04,554.54,36.65,108.37,3010.38,2.92,20.92
2016-01-03 08:00:00+00:00,266.72,,41.88,259.64,17.78,111.82,172.7,3448.31,244.21,572.76,5.11,110.31,3012.29,18.17,22.5
2016-01-03 09:00:00+00:00,262.21,7.99,41.54,260.32,17.8,112.2,181.11,3609.0,250.34,594.27,86.81,111.88,3011.73,44.57,22.21
2016-01-03 10:00:00+00:00,261.48,7.98,42.07,261.56,18.67,111.87,181.19,3610.28,243.98,623.88,283.29,107.28,3012.03,62.93,20.46
2016-01-03 11:00:00+00:00,258.23,,33.52,261.95,19.55,110.99,177.09,3626.94,242.56,602.68,665.36,109.77,3012.75,66.94,24.39
2016-01-03 12:00:00+00:00,254.43,,33.55,261.54,,111.45,176.7,3594.73,245.02,595.36,650.72,108.29,3011.64,54.87,19.33
2016-01-03 13:00:00+00:00,254.36,7.97,33.65,259.19,,111.61,176.69,3608.45,243.32,590.25,572.64,108.26,3011.53,31.59,22.32
2016-01-03 14:00:00+00:00,255.5,7.98,99.81,258.93,,111.43,176.59,3639.17,241.71,587.32,290.02,95.3,3012.36,8.69,25.42
2016-01-03 15:00:00+00:00,270.18,,114.44,259.75,19.56,111.41,175.53,3675.09,234.2,594.33,399.16,93.25,3011.69,1.26,28.84
2016-01-03 16:00:00+00:00,265.32,,115.84,260.16,19.55,111.04,177.12,3666.49,232.53,586.58,335.48,94.62,3011.54,0.0,30.34
2016-01-03 17:00:00+00:00,275.54,,221.39,260.43,19.56,111.13,176.5,3696.31,233.05,586.7,532.39,85.74,3011.61,,30.77
2016-01-03 18:00:00+00:00,273.4,,317.31,258.04,,109.0,181.77,3849.94,236.78,594.42,432.77,81.88,3011.18,,32.89
2016-01-03 19:00:00+00:00,277.17,,330.34,258.6,19.57,110.49,181.74,3926.57,241.99,591.97,201.94,81.51,3011.05,,38.49
2016-01-03 20:00:00+00:00,276.27,,131.23,259.15,19.56,107.3,181.73,3849.52,238.74,583.56,0.74,88.09,,,45.3
2016-01-03 21:00:00+00:00,274.21,7.97,108.67,257.64,20.42,103.45,190.13,3834.14,228.49,573.53,0.0,90.9,3010.69,,53.61
2016-01-03 22:00:00+00:00,260.66,7.96,36.74,255.96,20.4,102.15,192.11,3566.92,221.87,549.28,0.04,105.85,3011.01,,63.54
2016-01-03 23:00:00+00:00,272.04,7.95,33.12,254.06,20.37,98.6,199.35,3426.85,217.38,537.94,1055.23,105.48,3011.08,,58.28
2016-01-04 00:00:00+00:00,268.73,7.96,32.76,254.7,20.39,98.93,199.32,3588.85,219.46,530.99,1057.66,105.59,3011.28,,65.24
2016-01-04 01:00:00+00:00,261.1,,,254.84,,98.89,,3620.82,220.69,536.21,1099.89,,3009.99,,65.14
2016-01-04 02:00:00+00:00,262.92,7.95,,254.59,19.5,98.99,199.18,3443.48,221.54,548.65,1092.81,,3010.09,,70.1
2016-01-04 03:00:00+00:00,261.1,7.96,32.62,253.98,,97.98,199.23,3548.87,219.2,554.99,1084.03,105.64,3009.78,,74.82
2016-01-04 04:00:00+00:00,256.39,,44.03,253.65,18.63,98.02,199.25,3590.97,225.11,542.85,480.55,102.25,3009.04,,70.78
2016-01-04 05:00:00+00:00,286.3,7.99,53.03,260.32,17.83,110.31,200.09,4337.2,258.11,558.14,120.53,101.38,3010.11,,74.34
2016-01-04 06:00:00+00:00,288.62,8.0,42.1,260.7,17.85,112.69,201.37,4680.61,260.44,567.26,140.89,110.25,3010.49,0.85,71.69
2016-01-04 07:00:00+00:00,282.67,,97.73,261.2,17.86,113.33,210.43,4884.49,267.44,582.01,582.79,97.17,3008.5,4.41,74.37
2016-01-04 08:00:00+00:00,285.15,8.01,95.49,261.36,17.87,116.47,210.58,5119.12,271.91,599.6,401.72,97.52,3008.99,24.0,73.8
2016-01-04 09:00:00+00:00,284.54,,86.89,262.09,17.88,117.73,210.71,5164.44,271.22,586.37,194.12,100.48,3008.25,51.18,71.14
2016-01-04 10:00:00+00:00,286.74,,88.97,262.13,18.76,,212.55,5235.61,271.38,585.82,186.01000000000002,95.48,3008.41,71.79,60.44
2016-01-04 11:00:00+00:00,272.01,,99.27,260.18,19.64,115.47,211.48,5197.62,268.05,597.25,712.72,93.83,3008.72,77.6,52.39
2016-01-04 12:00:00+00:00,270.23,,89.52,258.88,19.63,115.15,212.44,5224.19,268.34,600.85,715.34,,3006.82,72.05,44.18
2016-01-04 13:00:00+00:00,270.9,,97.86,259.5,19.64,116.66,212.46,5264.53,258.01,588.8,591.71,92.48,3008.63,49.89,36.78
2016-01-04 14:00:00+00:00,279.31,,95.33,261.85,19.65,117.4,212.51,5389.79,262.82,594.05,198.01,94.44,3008.95,13.16,32.92
2016-01-04 15:00:00+00:00,280.62,,218.95,260.69,,117.2,209.83,5440.41,262.59,611.97,126.45,82.81,3009.92,1.03,26.36
2016-01-04 16:00:00+00:00,271.07,,213.94,261.21,19.64,117.12,211.95,5335.9,255.25,652.81,183.33,84.62,3009.87,0.0,21.78
2016-01-04 17:00:00+00:00,283.47,,292.8,262.32,19.65,116.98,212.28,5320.41,255.8,616.49,118.46,81.16,3010.4,,20.99
2016-01-04 18:00:00+00:00,292.91,,350.21,262.66,,117.14,,5313.5,255.06,615.89,40.01,79.49,3011.1,,18.93
2016-01-04 19:00:00+00:00,292.73,,248.01,262.53,19.64,117.49,205.48,5176.61,257.14,664.51,54.43,82.9,3009.83,,18.16
2016-01-04 20:00:00+00:00,286.22,,200.45,261.71,,116.72,212.18,5119.9,250.31,620.89,150.02,80.79,3009.92,,13.22
2016-01-04 21:00:00+00:00,291.93,8.02,158.5,259.47,20.54,110.28,212.46,4886.96,288.07,665.52,268.43,83.85,3010.0,,10.96
2016-01-04 22:00:00+00:00,281.03,7.99,158.58,256.4,20.48,104.35,211.83,4796.3,227.71,649.87,80.82,83.84,3010.71,,11.92
