datetime,B03,B06,B12,B15,B17,B20,Biomass,Fossil Brown coal,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river,Nuclear,Solar,Wind Onshore
2023-01-01 00:00:00+00:00,24.12,2.5,149.35,259.8,23.28,0.78,266.21,1984.82,325.49,357.09,161.1,149.24,3929.21,0.0,213.94
2023-01-01 01:00:00+00:00,24.11,,140.59,258.81,23.27,0.68,266.1,1945.35,328.16,358.66,162.87,147.27,3933.41,,188.97
2023-01-01 02:00:00+00:00,24.08,,135.13,258.29,23.23,1.28,266.07,1925.4,323.27,358.09,400.22,147.38,3933.73,,158.67
2023-01-01 03:00:00+00:00,24.12,,137.14,257.93,23.27,1.61,266.13,1929.71,324.91,354.81,277.8,147.34,3929.1,,159.61
2023-01-01 04:00:00+00:00,24.13,,89.48,257.73,23.04,2.0,266.06,1951.42,325.63,360.17,113.39,147.4,3931.23,,148.35
2023-01-01 05:00:00+00:00,,,185.77,261.52,23.32,12.59,266.52,1936.61,330.67,323.3,113.32,144.4,3934.4,,141.15
2023-01-01 06:00:00+00:00,24.12,,145.8,262.54,23.06,17.49,267.65,1944.86,334.42,249.0,112.96,145.05,3934.37,3.35,148.04
2023-01-01 07:00:00+00:00,24.04,,200.31,266.99,23.3,21.68,266.94,1936.52,330.2,235.45,116.79,143.14,3934.55,53.59,169.73
2023-01-01 08:00:00+00:00,24.05,,125.87,268.12,23.58,23.31,268.49,1822.46,325.85,249.57,62.21,145.45,3934.06,288.95,180.63
2023-01-01 09:00:00+00:00,24.13,,128.9,267.94,23.48,24.02,268.18,1817.36,321.45,285.43,122.34,145.38,3932.62,541.93,176.76
2023-01-01 10:00:00+00:00,24.12,,129.3,268.14,23.33,22.15,266.61,1823.49,324.43,296.57,5.0,144.31,3930.16,673.93,173.26
2023-01-01 11:00:00+00:00,24.1,,158.36,266.31,,19.4,267.23,1810.33,322.11,296.97,0.0,146.95,3924.86,644.86,170.69
