datetime,Hydro pumped storage consumption,Cross border electricity trading,Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Hydro water reservoir,Hydro pumped storage,Others,Other renewables,Waste,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation
2015-01-01 00:00:00,-0.0,-2531.2,2859.9,95.9,136.0,3790.6,749.5,9.8,249.4,175.0,30.3,0.0,155.1,220.1,14.2,40.2,0.0,6063.7,6023.5,8.7,6.2
2015-01-01 01:00:00,-5.3,-2489.2,2887.7,95.9,136.7,3742.5,646.8,9.9,240.1,174.2,30.2,0.0,153.6,219.2,14.2,38.5,0.0,5957.6,5919.1,8.9,6.3
2015-01-01 02:00:00,-126.5,-2343.4,2894.4,96.0,138.0,3685.5,554.2,9.7,238.5,175.5,30.1,0.0,118.8,220.7,14.2,56.2,0.0,5878.9,5822.7,9.3,6.7
2015-01-01 03:00:00,-518.6,-1844.9,2937.9,96.0,137.0,3555.5,511.4,9.9,237.1,176.9,29.9,0.0,113.6,219.1,14.2,71.2,0.0,5827.8,5756.6,9.6,6.9
2015-01-01 04:00:00,-518.8,-1934.9,3103.6,96.0,136.7,3383.3,511.5,9.6,237.9,180.8,29.9,0.0,115.3,219.2,13.2,72.5,0.0,5730.9,5658.4,9.8,6.9
2015-01-01 05:00:00,-517.2,-1909.5,3252.4,90.3,137.0,3109.2,522.7,9.9,245.9,182.7,51.1,0.0,122.1,219.3,13.2,75.1,0.0,5668.5,5593.4,10.2,7.2
2015-01-01 06:00:00,-544.0,-2106.0,3433.7,84.0,134.5,3023.1,536.6,9.6,243.7,141.0,118.4,0.0,131.4,213.5,13.2,76.8,3.9,5600.8,5520.0,11.4,7.8
2015-01-01 07:00:00,-511.1,-2088.0,3533.3,78.8,132.9,2837.5,528.3,9.0,232.4,114.4,181.7,0.0,140.6,214.0,13.2,75.9,8.0,5651.1,5567.2,12.4,8.6
2015-01-01 08:00:00,-9.8,-2207.7,3550.1,79.0,135.4,2890.7,527.8,8.8,232.2,119.6,178.2,0.0,144.0,218.8,13.2,86.1,22.0,6114.6,6006.5,11.9,8.8
2015-01-01 09:00:00,-5.0,-2037.4,3562.1,84.1,136.8,3120.9,528.2,9.1,246.8,123.3,117.5,0.0,141.1,220.9,13.2,88.8,37.9,6481.2,6354.6,10.7,8.2
2015-01-01 10:00:00,-4.9,-2138.3,3570.8,78.8,136.8,3181.1,533.2,8.4,246.3,123.4,122.2,126.1,144.3,221.0,13.2,66.1,71.9,6608.7,6470.7,10.6,8.3
2015-01-01 11:00:00,-4.8,-1873.4,3604.2,79.5,137.1,3080.5,527.8,8.6,244.1,129.0,115.7,34.2,142.8,221.7,14.2,57.1,109.2,6694.4,6528.0,10.9,8.6
2015-01-01 12:00:00,-4.8,-1780.2,3711.8,79.7,139.1,2923.0,523.4,8.1,243.0,161.4,114.1,0.0,139.3,223.4,14.2,66.7,131.0,6754.3,6556.5,11.3,9.0
2015-01-01 13:00:00,-4.8,-1640.1,3733.7,79.4,139.8,2948.9,523.2,8.5,240.4,174.7,117.1,0.0,134.9,224.7,14.2,84.9,83.1,6864.2,6696.1,10.7,8.7
2015-01-01 14:00:00,-4.8,-1624.3,3735.5,74.0,141.3,2983.9,527.6,8.4,247.0,176.7,183.5,0.0,137.3,225.1,14.2,75.7,22.3,6932.6,6834.6,10.5,8.5
2015-01-01 15:00:00,-5.2,-1925.9,3751.2,69.3,143.4,3159.2,521.7,8.5,235.6,172.4,300.6,69.7,164.7,225.7,14.2,77.4,2.8,7085.2,7005.1,11.7,9.3
2015-01-01 16:00:00,-0.0,-2356.0,3759.5,66.0,143.7,3177.6,555.8,8.8,235.9,170.7,505.7,377.6,169.8,225.8,14.2,88.7,0.0,7205.0,7116.2,14.4,11.4
2015-01-01 17:00:00,-0.0,-2454.9,3785.2,86.0,145.2,3175.2,547.8,9.2,236.0,170.2,451.5,433.3,168.6,224.7,14.2,95.3,0.0,7164.2,7068.9,14.1,11.1
2015-01-01 18:00:00,-0.0,-2425.7,3748.5,90.2,145.2,3178.9,531.8,9.1,241.4,173.7,270.2,460.3,166.1,225.0,14.2,78.5,0.0,7008.5,6929.9,11.6,9.2
2015-01-01 19:00:00,-0.0,-1430.6,3622.2,99.7,144.0,2742.8,526.0,9.1,243.7,174.9,119.1,185.7,138.3,225.7,14.2,68.8,0.0,6931.8,6863.0,9.6,8.2
2015-01-01 20:00:00,-0.0,-1588.6,3620.5,99.2,142.1,2681.5,527.0,9.0,244.6,172.9,52.6,126.5,128.7,224.0,14.2,93.8,0.0,6586.7,6492.8,9.4,7.7
2015-01-01 21:00:00,-71.2,-1524.6,3616.7,99.9,140.7,2624.3,526.5,9.4,228.8,166.8,43.1,0.0,125.3,222.8,14.2,107.4,0.0,6370.0,6262.5,9.8,7.8
2015-01-01 22:00:00,-520.7,-1309.9,3614.2,98.7,137.2,2577.4,518.1,10.1,227.5,163.4,36.1,0.0,123.3,220.0,14.2,107.8,0.0,6078.2,5970.4,10.0,7.7
2015-01-01 23:00:00,-10.1,-2159.9,3616.4,100.5,137.8,2705.9,520.0,10.1,232.2,164.9,29.9,0.0,126.1,220.5,14.2,112.4,0.0,5919.8,5807.4,10.3,7.6
2015-01-02 00:00:00,-262.9,-1795.6,3671.6,100.5,137.8,2629.7,516.3,10.2,229.4,163.2,29.9,0.0,126.7,220.2,14.2,113.6,0.0,5963.1,5849.5,10.2,7.6
2015-01-02 01:00:00,-964.1,-1230.8,3699.7,100.6,137.6,2659.9,522.8,10.2,216.8,165.9,29.7,0.0,127.1,219.4,14.2,106.1,0.0,5890.2,5784.1,10.2,7.5
2015-01-02 02:00:00,-1095.3,-1137.7,3700.4,100.6,137.3,2546.8,512.0,10.2,216.0,160.8,29.6,0.0,126.8,220.4,14.2,130.2,0.0,5742.2,5612.0,10.9,7.9
2015-01-02 03:00:00,-790.3,-1522.8,3702.4,100.6,137.1,2614.4,519.2,10.6,222.2,163.8,29.5,0.0,125.8,219.8,14.2,121.5,0.0,5759.4,5637.9,10.7,7.7
2015-01-02 04:00:00,-750.7,-1433.8,3709.4,100.7,137.7,2711.6,515.2,10.4,225.6,167.8,29.4,0.0,124.4,220.1,13.2,133.8,0.0,5976.9,5843.1,10.5,7.8
2015-01-02 05:00:00,-466.9,-1516.2,3858.5,107.8,142.5,2721.9,512.6,9.6,226.9,174.2,48.5,0.0,135.4,223.5,13.3,154.6,0.0,6394.6,6240.0,10.7,8.2
2015-01-02 06:00:00,-0.0,-1924.1,3888.9,100.0,144.5,2842.5,511.1,9.5,214.2,169.1,116.2,0.0,146.6,223.8,13.3,168.9,3.9,6707.5,6534.6,11.4,8.9
2015-01-02 07:00:00,-0.0,-1850.3,3894.0,94.5,145.7,2954.3,516.3,9.1,232.3,176.9,179.8,0.0,150.0,224.5,13.3,183.1,25.6,7028.9,6820.3,12.2,9.8
2015-01-02 08:00:00,-0.0,-1862.0,3896.5,94.3,145.8,3072.0,531.7,9.0,246.3,183.5,182.9,164.4,149.8,226.1,13.3,186.6,122.3,7425.9,7117.0,13.0,10.6
2015-01-02 09:00:00,-0.0,-1653.3,3908.3,88.2,144.6,3085.3,533.9,8.9,245.2,186.3,123.9,210.7,149.4,224.8,13.3,193.4,232.1,7755.3,7329.8,13.1,11.1
2015-01-02 10:00:00,-0.0,-1662.8,3918.0,86.5,144.8,3153.8,546.5,9.2,251.7,191.6,124.6,201.2,159.3,225.6,13.3,187.6,299.4,7926.2,7439.2,13.6,11.5
2015-01-02 11:00:00,-0.0,-1495.1,3915.8,83.1,146.7,3143.9,545.0,8.3,262.2,196.9,126.8,196.0,151.0,228.5,14.2,183.4,194.6,7971.8,7593.8,12.2,10.5
2015-01-02 12:00:00,-0.0,-1353.0,3913.4,83.1,149.1,3185.0,539.1,8.8,268.7,205.7,127.6,194.2,146.4,230.0,14.3,167.8,78.0,8048.7,7802.9,10.5,9.2
2015-01-02 13:00:00,-0.0,-1387.0,3916.2,82.8,152.0,3099.7,541.4,8.5,272.8,216.0,130.6,366.2,141.2,232.6,14.3,159.6,28.6,8051.6,7863.4,9.9,8.8
2015-01-02 14:00:00,-0.0,-1328.0,3910.1,78.0,146.4,3112.3,539.8,9.2,255.9,192.9,195.1,369.0,152.1,228.3,14.2,168.5,8.9,8164.1,7986.7,10.2,9.2
2015-01-02 15:00:00,-0.0,-1371.0,3910.8,73.6,147.4,3083.1,534.3,9.3,240.7,185.5,312.3,369.6,148.9,228.3,14.2,173.4,2.6,8131.8,7955.8,11.6,10.4
2015-01-02 16:00:00,-0.0,-1412.5,3913.9,82.2,146.7,2980.8,529.8,9.4,232.3,178.4,509.2,335.5,151.1,226.9,14.2,184.2,0.0,8154.2,7970.0,14.2,12.6
