datetime,Hydro pumped storage consumption,Cross border electricity trading,Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Hydro water reservoir,Hydro pumped storage,Other renewables,Waste,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation,Others
2021-12-31 23:00:00,-18.6,-1842.5,3447.2,125.3,255.7,2054.0,137.3,0.8,82.3,502.2,15.0,1.5,255.3,21.0,194.2,0.0,5333.2,5139.0,16.0,12.1,
2022-01-01 00:00:00,-312.6,-1624.1,3443.2,126.4,255.9,2072.9,138.7,0.0,70.0,504.9,15.2,0.0,255.0,21.1,201.3,0.0,5260.9,5059.5,16.4,12.2,
2022-01-01 01:00:00,-939.2,-1036.0,3444.2,125.3,256.6,2077.0,137.9,0.0,69.9,503.5,15.3,0.0,254.4,21.1,193.6,0.0,5187.0,4993.4,16.5,12.1,
2022-01-01 02:00:00,-1043.8,-984.1,3446.5,127.5,255.8,2056.5,135.7,0.0,70.0,506.0,14.1,0.0,253.0,21.2,179.8,0.0,5034.2,4854.4,16.7,11.9,
2022-01-01 03:00:00,-1097.7,-992.0,3446.0,129.8,256.7,2050.1,133.1,0.0,73.9,502.3,13.1,0.0,253.1,21.0,192.0,0.0,4991.3,4799.3,17.1,12.1,
2022-01-01 04:00:00,-1088.9,-992.4,3445.7,128.6,257.3,2078.0,133.3,0.0,7.7,514.5,14.1,0.0,254.9,21.1,169.3,0.0,4977.1,4807.8,16.8,11.9,
2022-01-01 05:00:00,-750.0,-1421.9,3446.7,127.2,262.5,2144.0,133.9,0.0,4.6,529.1,17.6,0.0,264.7,21.4,165.3,0.0,4997.8,4832.6,17.0,11.9,
2022-01-01 06:00:00,-23.2,-1955.4,3444.6,123.8,261.3,2070.2,131.9,0.0,4.6,528.6,31.1,0.0,264.6,21.2,145.1,2.2,5089.4,4942.1,16.5,11.9,
2022-01-01 07:00:00,-5.0,-1922.3,3441.4,121.9,258.8,2016.0,130.9,0.0,4.6,519.2,57.5,0.0,264.4,21.2,160.3,18.2,5175.1,4996.5,17.2,12.7,
2022-01-01 08:00:00,-4.9,-1708.8,3444.9,123.1,263.9,2152.6,133.0,0.0,9.2,523.5,56.3,0.0,262.5,21.3,145.2,103.6,5554.4,5305.6,17.4,13.3,
2022-01-01 09:00:00,-5.5,-1539.8,3445.2,122.6,265.9,2174.3,133.8,0.0,9.5,526.5,64.5,0.0,265.1,21.3,158.5,229.9,5944.3,5555.9,18.8,15.1,
2022-01-01 10:00:00,-1.9,-1373.2,3443.6,123.7,264.8,2198.0,134.9,0.0,9.5,529.5,47.6,0.0,265.0,21.2,162.2,262.1,6163.1,5738.9,18.4,15.2,
2022-01-01 11:00:00,-0.0,-1347.9,3443.2,124.8,267.7,2193.6,140.4,0.0,9.5,532.9,64.5,0.0,266.4,21.2,163.9,192.8,6217.3,5860.6,17.5,14.7,
2022-01-01 12:00:00,-0.0,-1110.3,3444.4,124.5,265.6,2159.3,137.6,0.0,9.5,529.6,69.8,0.0,265.6,21.3,164.0,118.6,6255.2,5972.6,16.3,13.9,
2022-01-01 13:00:00,-0.0,-1153.1,3446.1,121.3,266.7,2161.6,136.9,0.0,9.5,526.6,117.5,0.0,263.6,21.3,146.8,55.1,6184.4,5982.6,15.9,13.5,
2022-01-01 14:00:00,-0.0,-1009.7,3446.0,121.9,266.3,2160.1,139.4,0.0,9.6,528.4,77.2,15.2,265.9,21.2,91.8,14.2,6242.9,6137.0,13.6,11.9,
2022-01-01 15:00:00,-0.0,-1747.7,3449.0,124.4,268.5,2302.9,144.6,0.0,9.6,534.1,53.1,716.7,269.6,21.3,43.5,2.2,6318.5,6272.8,12.2,10.7,
2022-01-01 16:00:00,-0.0,-1992.3,3449.7,126.4,268.2,2400.2,146.7,0.0,10.0,538.6,101.6,876.3,270.0,21.3,31.3,0.0,6341.2,6309.8,12.7,11.0,
2022-01-01 17:00:00,-0.0,-1871.8,3451.9,129.6,268.5,2308.5,147.7,0.0,10.1,536.8,103.5,842.6,271.2,21.1,34.2,0.0,6370.6,6336.4,12.8,11.2,
2022-01-01 18:00:00,-0.0,-1942.7,3453.3,127.8,268.5,2292.8,148.7,0.0,10.0,538.4,122.5,845.0,269.5,21.3,37.1,0.0,6319.4,6282.3,13.2,11.5,
2022-01-01 19:00:00,-0.0,-1882.7,3453.0,130.6,268.3,2265.9,150.5,0.0,10.1,538.2,60.4,786.5,270.3,21.3,36.5,0.0,6256.6,6220.1,12.4,10.8,
2022-01-01 20:00:00,-0.0,-1699.3,3457.5,129.7,266.3,2126.8,144.5,0.0,10.2,533.3,76.9,458.1,268.1,21.4,32.2,0.0,5938.9,5906.7,13.2,11.1,
2022-01-01 21:00:00,-0.0,-1809.7,3460.6,132.5,260.9,2113.2,144.4,0.0,10.2,508.1,19.2,575.4,256.6,21.0,29.3,0.0,5806.1,5776.8,12.2,10.2,
2022-01-01 22:00:00,-0.0,-1613.6,3464.4,132.1,261.5,2100.6,145.5,0.0,10.2,505.9,23.4,129.8,255.9,21.0,42.8,0.0,5574.9,5532.0,13.0,10.4,
2022-01-01 23:00:00,-0.0,-1753.1,3427.2,134.0,260.2,2047.9,142.9,0.0,10.1,499.1,14.3,0.0,254.1,21.3,59.5,0.0,5204.8,5145.4,14.1,10.7,
2022-01-02 00:00:00,-26.2,-1850.5,3454.0,134.0,261.1,2065.5,138.1,0.0,10.1,498.6,14.2,0.0,253.9,20.9,80.4,0.0,5153.1,5072.7,14.6,10.9,
2022-01-02 01:00:00,-777.2,-995.9,3454.7,135.1,259.8,2063.5,137.4,0.0,10.0,498.7,14.3,0.0,253.4,20.9,90.0,0.0,5191.7,5101.7,14.7,11.0,
2022-01-02 02:00:00,-1112.2,-557.8,3458.6,136.3,250.3,1953.2,137.7,0.0,10.0,494.9,12.9,0.0,253.0,20.9,97.5,0.0,5175.2,5077.7,14.7,11.1,
2022-01-02 03:00:00,-1032.1,-624.0,3472.0,138.5,251.0,1901.8,136.0,0.0,10.0,499.2,13.0,0.0,252.8,20.8,96.9,0.0,5210.1,5113.2,14.6,11.2,
2022-01-02 04:00:00,-1107.9,-652.4,3472.1,136.0,252.2,2027.5,139.2,0.0,10.1,508.6,15.9,0.0,253.8,20.9,126.7,0.0,5323.2,5196.4,14.9,11.4,
2022-01-02 05:00:00,-1100.8,-453.1,3472.7,133.5,258.6,2006.2,141.7,0.0,10.1,523.5,20.0,0.0,263.2,21.1,161.9,0.0,5564.9,5403.0,15.2,12.1,
2022-01-02 06:00:00,-1070.5,-277.9,3475.2,134.5,258.7,2012.5,140.7,0.0,10.1,527.7,34.3,0.0,265.6,21.3,173.9,2.1,5827.4,5651.3,15.1,12.5,
2022-01-02 07:00:00,-807.4,-316.4,3474.6,134.5,262.0,2015.0,143.9,0.0,10.1,527.9,33.8,0.0,266.1,21.2,153.8,55.8,6134.6,5925.0,14.9,12.9,
2022-01-02 08:00:00,-0.0,-674.7,3473.3,134.1,259.1,2002.3,147.1,0.0,10.1,531.0,25.8,0.0,269.4,21.2,151.3,256.8,6669.8,6261.7,16.6,15.2,
2022-01-02 09:00:00,-0.0,-423.7,3473.1,136.3,258.3,1975.4,147.7,0.0,10.1,526.8,12.9,0.0,270.4,21.3,124.0,439.5,6998.1,6434.6,17.9,16.9,
2022-01-02 10:00:00,-0.0,-312.6,3470.2,138.3,259.5,1978.1,150.1,0.0,10.1,526.4,15.1,0.0,268.7,21.4,106.5,446.7,7189.8,6636.6,17.3,16.9,
2022-01-02 11:00:00,-0.0,-388.0,3467.2,139.3,267.8,1972.3,150.7,0.0,10.1,527.5,15.3,0.0,269.4,21.4,99.3,352.0,7129.3,6677.9,16.2,15.8,
2022-01-02 12:00:00,-0.0,-217.2,3466.4,139.3,267.9,2044.8,154.4,0.0,10.0,528.6,15.6,0.0,269.8,21.4,124.6,228.3,7167.2,6814.3,14.7,14.5,
2022-01-02 13:00:00,-0.0,-165.1,3464.6,139.2,274.7,1996.0,151.3,0.0,10.1,527.3,17.0,0.0,267.3,21.3,158.9,110.1,7086.7,6817.8,13.8,13.7,
2022-01-02 14:00:00,-0.0,-488.4,3465.0,133.4,276.5,2036.6,154.1,0.0,10.1,532.6,120.8,255.2,269.3,21.5,153.1,28.3,7185.9,7004.4,13.8,13.8,
2022-01-02 15:00:00,-0.0,-1085.9,3466.2,133.3,276.3,2146.6,156.7,0.0,10.1,544.7,161.7,784.2,271.0,21.5,189.7,2.2,7314.5,7122.6,14.3,14.2,
2022-01-02 16:00:00,-0.0,-1378.9,3466.5,133.1,277.3,2278.1,163.5,0.0,10.1,551.4,171.8,902.9,272.6,21.7,212.7,0.0,7367.3,7154.6,14.6,14.3,
2022-01-02 17:00:00,-0.0,-1240.4,3464.7,132.0,277.4,2301.4,164.8,0.0,10.0,556.6,168.0,832.6,273.9,21.5,233.2,0.0,7456.8,7223.6,14.7,14.4,
2022-01-02 18:00:00,-0.0,-806.1,3465.7,133.1,277.8,2270.2,158.0,0.0,10.0,554.3,128.5,498.8,272.6,21.8,219.6,0.0,7343.9,7124.2,14.2,13.9,
2022-01-02 19:00:00,-0.0,-519.8,3461.5,133.9,277.1,2134.6,152.3,0.0,10.0,552.7,184.5,119.7,272.8,21.5,205.6,0.0,7178.9,6973.3,15.1,14.6,
2022-01-02 20:00:00,-0.0,-552.1,3456.7,139.7,276.4,2048.0,149.8,0.0,10.2,539.6,22.9,64.3,271.2,21.3,213.9,0.0,6721.2,6507.3,13.9,13.1,
2022-01-02 21:00:00,-0.0,-658.2,3457.5,139.2,270.4,1964.5,144.8,0.0,10.1,509.1,16.9,68.3,259.6,21.0,227.4,0.0,6507.2,6279.9,14.2,13.2,
2022-01-02 22:00:00,-0.0,-917.2,3460.5,139.4,267.1,1916.4,142.5,0.0,10.1,500.6,14.3,0.0,259.1,21.1,223.4,0.0,6194.3,5970.8,14.8,13.1,
2022-01-02 23:00:00,-135.2,-966.1,3456.3,140.6,249.1,1884.4,145.4,0.0,10.1,497.9,12.9,0.0,253.3,20.9,222.4,0.0,5926.9,5704.5,15.0,12.9,
2022-01-03 00:00:00,-1017.6,37.3,3457.3,142.8,247.5,1863.5,151.8,0.0,10.1,493.2,12.5,0.0,253.5,20.9,222.8,0.0,5973.6,5750.8,14.9,12.9,
2022-01-03 01:00:00,-1104.7,33.2,3458.5,143.9,249.3,1863.3,153.2,0.0,10.0,495.4,12.9,0.0,255.2,20.9,229.7,0.0,5903.9,5674.2,15.3,13.1,
2022-01-03 02:00:00,-1088.1,-30.0,3457.6,142.8,247.7,1864.6,152.2,0.0,10.0,496.9,12.6,0.0,255.4,20.9,223.8,0.0,5809.8,5586.0,15.4,13.0,
2022-01-03 03:00:00,-943.7,-109.7,3457.5,143.9,247.3,1944.1,154.6,0.0,10.1,499.3,12.4,0.0,255.0,20.9,222.6,0.0,5975.1,5752.6,14.9,12.8,
2022-01-03 04:00:00,-519.9,-348.4,3460.1,141.4,250.2,2217.6,157.4,0.0,10.1,516.1,16.4,0.0,257.1,21.1,227.5,0.0,6595.7,6368.2,13.7,12.4,
2022-01-03 05:00:00,-0.8,-349.7,3459.7,136.0,258.6,2515.5,172.4,8.2,10.1,558.2,81.9,0.0,267.4,21.6,239.7,0.0,7790.2,7550.5,12.8,12.9,
2022-01-03 06:00:00,-0.0,-168.4,3461.2,133.3,270.6,2744.2,178.6,6.5,10.1,567.7,163.0,115.6,273.0,21.8,239.3,2.2,8445.0,8203.5,12.9,13.5,
2022-01-03 07:00:00,-0.0,-673.1,3465.6,130.2,267.5,2968.3,188.9,5.9,7.8,566.4,571.4,191.1,275.4,22.2,241.1,24.5,8678.5,8412.8,17.5,17.4,
2022-01-03 08:00:00,-0.0,-325.1,3465.1,130.4,266.9,3048.6,188.0,6.6,5.0,561.3,511.8,100.3,274.6,22.8,235.5,250.0,8814.2,8328.6,19.1,18.7,
2022-01-03 09:00:00,-0.0,-343.7,3465.1,131.2,268.0,2978.1,173.6,5.1,5.0,552.4,386.2,73.1,274.5,22.7,243.8,544.0,8795.3,8007.6,21.1,20.5,
2022-01-03 10:00:00,-0.0,-493.9,3465.9,135.6,268.1,3068.1,171.2,7.5,5.0,544.6,159.3,169.1,269.9,22.9,243.1,629.9,8769.4,7896.4,19.6,19.1,
2022-01-03 11:00:00,-0.0,-417.5,3463.7,136.8,268.6,3196.6,175.6,8.0,6.8,546.6,201.0,2.1,270.6,22.9,233.3,567.2,8861.2,8060.8,19.1,18.6,
2022-01-03 12:00:00,-0.0,-326.6,3462.7,137.7,268.3,3286.4,174.2,8.2,8.1,552.2,214.4,0.0,271.6,22.9,227.4,414.4,8871.7,8229.9,17.4,17.1,
2022-01-03 13:00:00,-0.0,-206.1,3463.6,142.1,267.4,3306.5,173.7,8.0,9.0,551.7,93.2,0.0,272.0,22.7,212.1,194.4,8624.2,8217.7,13.8,13.7,
2022-01-03 14:00:00,-0.0,-18.8,3465.1,140.6,268.5,3321.5,176.1,6.7,9.0,554.9,104.3,0.0,274.5,22.1,172.6,34.9,8697.9,8490.4,11.6,11.8,
2022-01-03 15:00:00,-0.0,-310.0,3462.8,139.9,270.3,3389.3,177.3,9.0,9.0,565.9,123.7,339.5,278.3,22.5,163.0,2.4,8805.9,8640.6,11.2,11.5,
2022-01-03 16:00:00,-0.0,-805.7,3463.0,141.9,270.5,3400.8,176.5,8.8,9.0,569.8,171.6,717.1,278.6,22.6,147.0,0.0,8749.3,8602.3,11.7,11.8,
2022-01-03 17:00:00,-0.0,-836.8,3467.5,142.4,271.3,3375.0,174.7,5.3,9.0,574.3,150.8,599.6,280.0,22.7,165.1,0.0,8573.2,8408.0,11.9,11.8,
2022-01-03 18:00:00,-0.0,-942.2,3466.4,147.2,270.5,3399.9,173.0,6.7,9.0,575.9,77.0,720.3,281.2,22.8,145.0,0.0,8491.0,8345.9,11.0,10.9,
2022-01-03 19:00:00,-0.0,-713.1,3463.9,145.4,271.2,3385.5,172.5,4.8,9.0,572.7,94.2,251.2,283.0,21.9,145.9,0.0,8158.6,8012.7,11.7,11.1,
2022-01-03 20:00:00,-0.0,-1134.8,3464.9,148.6,270.6,3330.4,171.8,4.9,9.0,559.7,34.5,277.7,280.7,22.3,154.0,0.0,7690.6,7536.6,11.7,10.6,
2022-01-03 21:00:00,-0.0,-1452.5,3464.3,144.3,266.5,3286.7,166.4,0.0,9.0,531.8,92.5,148.5,268.1,22.2,161.7,0.0,7303.3,7141.6,12.9,11.2,
2022-01-03 22:00:00,-111.3,-1394.3,3465.6,149.1,267.3,3305.6,166.5,0.0,9.0,519.3,27.4,0.0,268.3,22.2,142.7,0.0,6884.4,6741.6,12.6,10.4,
2022-01-03 23:00:00,-698.2,-1164.6,3465.9,149.8,258.2,3359.3,161.2,0.0,9.0,520.0,18.9,0.0,264.7,22.0,127.8,0.0,6557.1,6429.3,12.7,9.9,
2022-01-04 00:00:00,-1106.7,-549.9,3465.2,148.8,257.1,3294.5,162.1,0.0,9.0,518.6,18.3,0.0,261.1,22.2,124.1,0.0,6561.5,6437.4,12.5,9.9,
2022-01-04 01:00:00,-1098.3,-776.4,3465.8,147.7,256.4,3372.3,162.6,0.0,9.0,518.9,17.9,0.0,261.1,21.9,108.7,0.0,6452.9,6344.2,12.4,9.6,
2022-01-04 02:00:00,-1089.9,-722.7,3464.8,147.8,258.1,3377.5,163.8,0.0,9.0,522.1,17.3,0.0,262.8,21.9,93.6,0.0,6369.9,6276.3,12.4,9.5,
2022-01-04 03:00:00,-884.3,-1067.6,3468.3,144.9,266.0,3503.2,164.0,0.0,9.0,534.5,26.4,0.0,263.8,22.1,97.2,0.0,6540.9,6443.7,12.4,9.5,
2022-01-04 04:00:00,-30.7,-1895.4,3468.0,144.1,268.1,3779.0,179.7,0.0,9.0,603.5,36.0,0.0,265.5,22.2,79.7,0.0,7058.7,6979.0,11.4,9.1,
2022-01-04 05:00:00,-0.0,-1601.9,3468.2,137.5,271.6,4159.0,245.8,0.0,9.0,729.6,223.9,0.0,272.7,23.0,105.5,0.0,8185.1,8079.7,12.5,10.6,
2022-01-04 06:00:00,-0.0,-1946.9,3466.9,138.2,273.9,4344.5,318.4,0.0,9.0,1102.5,345.9,90.6,274.4,22.9,127.2,2.1,8741.5,8612.1,13.4,11.3,
2022-01-04 07:00:00,-0.0,-2327.3,3466.1,131.6,272.4,4382.2,333.2,0.0,9.0,1377.3,349.4,255.0,272.6,23.0,153.6,5.5,8905.8,8746.7,13.4,11.1,
2022-01-04 08:00:00,-0.0,-2408.3,3467.6,128.4,264.5,4390.9,330.8,0.0,9.3,1378.0,484.4,403.4,274.8,23.4,163.7,28.6,9086.7,8894.4,14.9,12.4,
2022-01-04 09:00:00,-0.0,-2138.4,3463.6,132.0,265.3,4402.3,330.8,0.0,9.5,1371.7,434.4,162.6,275.8,23.3,152.5,77.0,9126.0,8896.5,14.8,12.3,
2022-01-04 10:00:00,-0.0,-2302.2,3460.6,138.1,265.1,4391.6,327.1,0.0,9.5,1370.7,349.0,407.4,276.7,23.4,150.0,123.1,9088.8,8815.7,14.5,12.1,
2022-01-04 11:00:00,-0.0,-2150.7,3461.8,140.2,271.6,4424.1,330.4,0.0,9.5,1385.0,364.4,235.0,278.7,23.1,153.6,140.0,9163.9,8870.3,14.8,12.4,
2022-01-04 12:00:00,-0.0,-2145.3,3459.3,141.2,265.8,4421.5,325.1,0.0,4.6,1367.3,377.9,259.2,276.0,22.9,155.1,128.7,9214.5,8930.6,14.7,12.4,
2022-01-04 13:00:00,-0.0,-2223.8,3455.9,144.9,266.3,4382.9,318.5,1.7,0.0,1370.5,184.3,277.0,276.1,22.9,153.3,75.5,8888.7,8660.0,12.5,10.4,
2022-01-04 14:00:00,-0.0,-1999.2,3453.2,146.1,264.4,4341.0,317.5,0.0,0.0,1338.7,177.4,216.2,277.8,23.0,175.2,17.2,8890.2,8697.7,12.0,10.2,
2022-01-04 15:00:00,-0.0,-2256.9,3451.0,149.6,264.6,4371.0,323.8,0.0,0.0,1371.0,296.8,299.7,278.2,22.9,200.2,2.3,8941.2,8738.7,13.5,11.2,
2022-01-04 16:00:00,-0.0,-2436.2,3446.6,148.2,264.6,4333.1,320.5,0.0,0.0,1355.8,331.2,544.1,280.6,22.9,183.7,0.0,8870.5,8686.8,13.7,11.4,
2022-01-04 17:00:00,-0.0,-2669.7,3445.6,147.2,263.4,4326.8,318.6,0.0,0.0,1359.9,317.0,551.2,282.0,22.9,164.2,0.0,8647.0,8482.8,13.7,11.1,
2022-01-04 18:00:00,-0.0,-2823.6,3445.2,147.7,262.9,4326.2,319.0,0.0,0.0,1363.3,279.9,626.8,282.5,23.0,163.2,0.0,8593.0,8429.8,13.4,10.8,
2022-01-04 19:00:00,-0.0,-2376.9,3448.0,150.6,261.3,4314.4,318.8,0.0,0.0,1111.4,305.8,132.7,280.2,23.0,158.5,0.0,8263.4,8104.9,14.1,11.3,
2022-01-04 20:00:00,-0.0,-2007.4,3451.5,152.8,261.1,4296.1,320.3,0.0,0.0,572.0,171.6,117.9,276.5,22.9,131.1,0.0,7791.8,7660.7,12.9,10.4,
2022-01-04 21:00:00,-0.0,-2223.3,3454.1,157.0,258.7,4220.9,308.6,0.0,0.0,535.4,79.2,84.3,267.0,22.1,118.3,0.0,7398.6,7280.3,12.0,9.5,
2022-01-04 22:00:00,-31.8,-2111.2,3460.3,160.5,257.7,4036.4,189.2,0.0,0.0,523.8,34.6,12.7,265.4,22.3,102.3,0.0,6965.6,6863.2,11.9,9.2,
2022-01-04 23:00:00,-683.4,-1507.6,3466.3,158.5,255.1,3860.2,153.9,0.0,1.7,521.2,32.4,0.0,260.0,21.8,76.7,0.0,6659.0,6582.4,11.9,9.0,
2022-01-05 00:00:00,-1004.0,-1198.2,3471.9,158.0,256.1,3877.9,148.9,0.0,5.3,520.7,25.1,0.0,261.7,21.8,64.0,0.0,6668.7,6604.7,11.6,8.8,
2022-01-05 01:00:00,-1110.3,-1059.1,3475.1,158.0,257.1,3725.8,148.0,0.0,9.6,521.2,24.7,0.0,262.0,22.1,63.8,0.0,6572.5,6508.7,11.8,9.0,
2022-01-05 02:00:00,-1103.2,-849.7,3476.8,156.9,255.5,3461.2,149.6,0.0,9.6,522.5,24.2,0.0,260.9,22.1,73.3,0.0,6512.4,6439.1,12.0,9.3,
2022-01-05 03:00:00,-1094.6,-842.7,3480.2,155.8,255.6,3548.5,152.6,0.0,9.6,534.4,24.4,0.0,260.8,22.0,101.9,0.0,6705.5,6603.5,12.1,9.5,
2022-01-05 04:00:00,-1030.0,-807.4,3479.4,155.7,256.2,3944.3,156.8,0.0,9.5,552.4,26.5,0.0,264.6,22.1,114.7,0.0,7262.3,7147.6,11.4,9.2,
2022-01-05 05:00:00,-48.3,-1097.1,3482.0,154.5,260.7,4213.0,160.4,6.4,2.9,578.4,62.1,18.7,274.5,22.5,103.9,0.0,8434.4,8330.6,10.3,9.3,
2022-01-05 06:00:00,-0.0,-862.2,3483.1,148.1,263.0,4247.6,166.8,7.4,3.5,584.0,337.9,0.0,275.0,22.3,108.8,2.1,9042.0,8931.1,12.7,11.9,
2022-01-05 07:00:00,-0.0,-1239.3,3476.9,147.9,272.0,4320.3,169.8,7.5,1.0,588.7,352.0,436.4,274.3,22.6,126.1,4.2,9213.7,9083.3,12.9,12.2,
2022-01-05 08:00:00,-0.0,-645.3,3478.2,150.2,271.1,4245.4,178.6,7.6,0.0,587.1,348.1,145.7,273.5,22.5,163.7,35.6,9400.8,9201.6,13.3,12.8,
2022-01-05 09:00:00,-0.0,-661.8,3480.5,148.7,270.7,4079.7,173.3,7.2,0.0,587.1,572.4,98.4,272.3,22.3,163.2,78.9,9429.4,9187.4,16.1,15.4,
2022-01-05 10:00:00,-0.0,-599.1,3479.6,146.4,263.2,4289.6,182.4,8.6,0.0,588.2,402.1,0.0,276.2,22.3,159.6,109.8,9476.4,9207.0,14.4,13.8,
2022-01-05 11:00:00,-0.0,-360.7,3476.1,152.6,263.8,4179.1,179.1,7.2,0.0,585.4,138.2,0.0,274.9,22.3,164.6,162.1,9570.0,9243.3,12.2,12.2,
2022-01-05 12:00:00,-0.0,-514.9,3479.5,150.5,270.5,4222.9,181.3,10.9,0.0,584.5,180.1,125.7,275.5,22.3,198.4,202.8,9592.0,9190.8,13.4,13.2,
2022-01-05 13:00:00,-0.0,-564.2,3485.0,149.5,264.1,4146.6,176.4,9.9,0.0,584.3,173.1,158.5,276.0,22.0,212.3,141.7,9362.6,9008.6,13.1,12.7,
2022-01-05 14:00:00,-0.0,-669.2,3484.4,151.2,272.9,4190.1,176.8,7.8,0.0,588.0,150.4,365.1,280.0,22.3,242.6,26.6,9413.4,9144.1,12.1,11.8,
2022-01-05 15:00:00,-0.0,-929.4,3487.4,153.9,273.4,4384.0,188.2,8.3,0.0,591.8,131.7,500.4,281.7,22.3,224.5,2.5,9486.8,9259.7,11.4,11.1,
2022-01-05 16:00:00,-0.0,-837.9,3487.4,151.8,273.4,4360.7,185.9,8.4,0.0,592.4,127.9,448.4,282.0,22.4,231.2,0.0,9437.4,9206.2,11.4,11.1,
2022-01-05 17:00:00,-0.0,-1078.4,3487.9,152.0,273.4,4293.3,176.7,7.4,0.0,592.2,123.8,446.2,284.7,22.5,232.8,0.0,9177.6,8944.8,11.7,11.2,
2022-01-05 18:00:00,-0.0,-1150.4,3489.0,148.2,270.3,4281.7,173.8,7.8,0.0,591.8,322.8,305.2,283.6,22.2,235.2,0.0,9123.0,8887.7,13.9,12.9,
2022-01-05 19:00:00,-0.0,-1170.4,3488.0,149.4,271.9,4255.4,172.6,7.5,0.0,590.4,233.4,17.1,282.8,22.3,234.7,0.0,8768.5,8533.8,13.5,12.2,
2022-01-05 20:00:00,-0.0,-1260.5,3489.7,156.0,264.7,4202.3,170.7,6.4,0.0,579.8,56.0,0.0,281.0,22.1,225.4,0.0,8264.4,8039.0,12.0,10.5,
2022-01-05 21:00:00,-21.4,-1532.0,3488.0,156.2,258.8,4080.6,175.8,0.0,0.4,536.1,52.0,0.0,269.1,22.0,221.9,0.0,7841.3,7619.5,12.4,10.5,
2022-01-05 22:00:00,-768.3,-1019.4,3489.0,156.0,259.0,3937.2,163.8,0.0,5.0,523.6,38.0,0.0,267.3,22.2,212.0,0.0,7362.9,7150.9,12.8,10.4,
2022-01-05 23:00:00,-1100.7,-786.8,3490.5,154.3,254.8,3750.4,169.7,0.0,9.5,521.0,30.0,0.0,263.6,22.3,196.9,0.0,7083.1,6886.2,12.9,10.3,
2022-01-06 00:00:00,-1093.5,-804.4,3491.7,154.4,255.0,3781.9,168.0,0.0,12.8,523.4,29.7,0.0,264.3,22.6,193.6,0.0,7085.4,6891.8,12.8,10.2,
2022-01-06 01:00:00,-993.9,-1169.9,3491.4,154.4,256.1,3928.9,168.4,0.0,11.7,523.2,29.8,0.0,263.1,22.3,194.0,0.0,6980.8,6786.8,13.0,10.0,
2022-01-06 02:00:00,-462.1,-1837.0,3490.4,152.5,257.4,3998.1,173.5,0.0,10.3,525.3,59.0,0.0,264.6,22.2,203.0,0.0,6928.1,6725.1,13.7,10.3,
2022-01-06 03:00:00,-46.0,-2107.0,3491.2,151.3,259.4,3944.0,170.8,0.0,10.3,538.4,61.2,0.0,264.7,22.1,183.3,0.0,7115.9,6932.6,13.1,10.2,
2022-01-06 04:00:00,-0.0,-1820.9,3489.3,150.1,266.1,4089.5,171.3,0.0,10.2,555.4,63.0,0.0,267.2,22.3,184.6,0.0,7651.2,7466.7,12.3,10.2,
2022-01-06 05:00:00,-0.0,-1232.3,3488.0,145.2,270.5,4282.4,229.2,0.0,9.9,678.6,170.4,66.6,277.2,22.8,185.5,0.0,8753.0,8567.5,12.1,10.9,
2022-01-06 06:00:00,-0.0,-1255.4,3491.5,145.0,270.7,4344.1,287.4,0.0,9.5,1043.4,237.0,104.6,277.4,23.1,198.5,2.1,9352.0,9151.4,12.2,11.1,
2022-01-06 07:00:00,-0.0,-1704.5,3490.8,144.4,272.0,4316.6,329.9,0.0,9.5,1338.0,550.6,17.9,275.7,22.9,199.4,19.3,9513.6,9294.8,15.5,13.4,
2022-01-06 08:00:00,-0.0,-1794.6,3487.5,145.3,271.4,4396.1,338.6,0.0,9.5,1388.5,586.0,0.0,275.9,22.8,171.8,149.3,9681.0,9360.0,16.6,14.3,
2022-01-06 09:00:00,-0.0,-1776.2,3487.7,147.3,267.8,4275.4,335.7,0.0,9.7,1364.9,434.5,16.4,274.5,22.9,166.2,381.8,9651.6,9103.7,17.4,15.1,
2022-01-06 10:00:00,-0.0,-1704.1,3487.5,151.3,267.5,4287.4,337.3,0.0,10.0,1370.5,146.7,76.6,275.6,23.1,155.6,574.9,9576.0,8845.4,16.5,14.3,
2022-01-06 11:00:00,-0.0,-1735.7,3487.8,152.9,268.9,4235.2,334.5,0.0,10.0,1365.0,129.7,90.6,274.9,23.2,147.0,751.6,9607.8,8709.2,18.1,15.5,
2022-01-06 12:00:00,-0.0,-1500.9,3487.7,153.6,268.5,4207.9,329.5,0.0,10.0,1274.3,109.8,0.0,272.9,22.9,124.7,803.0,9593.2,8665.5,18.2,15.8,
2022-01-06 13:00:00,-0.0,-1599.8,3487.6,151.7,268.5,4215.9,333.6,0.0,10.0,1203.2,231.2,0.0,274.6,22.8,108.8,506.3,9294.5,8679.5,16.7,14.4,
2022-01-06 14:00:00,-0.0,-1676.8,3487.9,154.0,269.9,4306.5,336.5,0.0,10.0,1374.4,225.3,138.3,278.4,22.9,94.4,137.5,9323.4,9091.5,12.6,10.9,
2022-01-06 15:00:00,-0.0,-1839.9,3487.9,153.8,271.2,4331.3,337.1,0.0,10.0,1379.3,180.0,485.5,281.7,22.8,72.3,4.3,9474.0,9397.3,10.3,9.3,
